,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,epsPos,epsNeg,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
618,-0.039215686,-0.128971256,-0.049525382,-0.16436865,-0.036255076,CREE,,,,,,,,,,,22.21,,,,,,,,,,,0.04,0,0.04,0,1,,,,,,,,,,,,,,,,,,,,,,20.76,,,,,,,,,,,,9/30/2017,,,,,,0,8/23/2017,,,,,,,,,,,,
619,0.183064516,0.175010012,0.117714286,0.192682927,0.152103596,CREE,,,,,,,,,,,34.16,,,,,,,,,,,-0.01,-0.02,0.01,0,1,,,,,,,,,,,,,,,,,,,,,,29.31,,,,,,,,,,,,12/31/2017,,,,,,-2,10/18/2017,,,,,,,,,,,,
620,0.273917788,-0.072317881,0.034564254,0.339196941,0.027043902,CREE,,,,,,,,,,,35.98,,,,,,,,,,,0.04,0.03,0.01,1,0,,,,,,,,,,,,,,,,,,,,,,36.17,,,,,,,,,,,,3/31/2018,,,,,,3,1/24/2018,,,,,,,,,,,,
621,0.59030303,-0.05019305,0.123929183,0.162776957,-0.002798628,CREE,,,,,,,,,,,39.25,,,,,,,,,,,0.11,0.03,0.08,1,0,,,,,,,,,,,,,,,,,,,,,,42.72,,,,,,,,,,,,6/30/2018,,,,,,0.375,4/25/2018,,,,,,,,,,,,
622,0.203236246,0.025598588,0.050401175,0.132431774,0.001290184,CRM,120019000,-111278000,9230081000,2071837000,122727000,49406000,,-352072000,251277000,-187231000,93.07,722000,714508000,31596000,253004000,164546000,,,115988000,,-2045000,0.39,0.02,0.37,1,0,,7294141000,1965333000,106401000,55007000,1063347000,-21557000,,-23996000,696555000,670406000,1,,,-7716000,51394000,51394000,51394000,1553015000,471882000,,92.14,115988000,651081000,,,370944000,4635210000,,127990000,,3554000,1864891000,10/31/2017,393998000,-404987000,1455347000,2588232000,1556828000,0.054,8/23/2017,17490036000,134254000,125792000,-135274000,5946170000,7216444000,8660666000,2563853000,-9587000,2679841000,8829370000,3554000
623,0.428759028,0.102777215,0.169012571,0.214285714,-0.018272548,CRM,2010096000,-137759000,9752340000,2543484000,471647000,-2397485000,,3050569000,237682000,-235667000,106.83,730000,737792000,,413375000,290575000,,,77869000,,-15120000,0.35,0.01,0.34,1,0,,7314096000,2113211000,88217000,20662000,972510000,-21561000,,-440513000,694781000,677283000,1,,,-146185000,67555000,67555000,67555000,3917401000,1101890000,,106.85,77869000,809015000,,,460887000,7945370000,,406003000,,-27142000,1946527000,1/31/2018,396547000,-337432000,1638795000,2233015000,1978221000,0.029000001,11/22/2017,21009802000,19329000,1051320000,-583882000,9290371000,10129518000,11621306000,2773134000,10348000,2851003000,9388496000,-27142000
624,0.429010449,0.0358193,0.090729968,0.241191544,0.026987381,CRM,134000000,-122000000,10123000000,5922000000,3379000000,2162000000,,-1258000000,41000000,-208000000,119.43,1000000,767000000,39000000,1038000000,123000000,,,196000000,,12000000,0.74,0.28,0.46,1,0,,7444000000,2239000000,385000000,41000000,985000000,-34000000,,580000000,3172000000,1024000000,1,,,1424000000,344000000,344000000,344000000,1797000000,2631000000,,120.91,196000000,1409000000,,,685000000,7062000000,,123000000,,-33000000,1950000000,4/30/2018,424000000,969000000,1619000000,3988000000,1237000000,0.609,3/1/2018,22963000000,1625000000,1466000000,276000000,10151000000,7895000000,11903000000,2810000000,189000000,3006000000,11060000000,-33000000
625,0.396895299,0.048681709,0.089379239,0.184134391,0.018893528,CRM,2083000000,-170000000,12308000000,2319000000,-3603000000,-149000000,,-194000000,208000000,-142000000,129.3,1000000,849000000,,999000000,252000000,,,115000000,,11000000,0.71,0.24,0.47,1,0,,12254000000,2432000000,231000000,-68000000,2121000000,-39000000,,312000000,3173000000,1202000000,1,,,407000000,299000000,299000000,299000000,1980000000,-847000000,,132.3,115000000,1458000000,,,669000000,5883000000,,653000000,,-50000000,1986000000,7/31/2018,463000000,1269000000,1854000000,3676000000,1108000000,0.511,5/30/2018,25823000000,589000000,458000000,-4661000000,6802000000,8469000000,12295000000,3166000000,116000000,3281000000,13528000000,-50000000
626,-0.739130435,-0.076923077,-0.320754717,-0.831775701,-0.028170877,CRMD,1408206,-22710,151383530,5212579,-2724809,61508,26650,-376135,2373633,1061551,0.35,61979,66652,,,9023,,,-8011971,,5526,-0.17,-0.04,-0.13,0,1,,,-5577,-9956336,0,,-2810,299485,4092482,,,1,,,,-9956336,-9956336,-9956336,89449,9675874,,0.38,-8011971,5000,,,1062257,86642,,,,94711,71036,9/30/2017,6014260,-141864346,1992134,,6796313,-0.308,8/10/2017,13928704,1,-6800108,4069772,13852668,4252412,4252412,8073046,-1944365,61075,9675874,94711
627,-0.756637168,-0.191176471,0.617647059,0.170212766,0,CRMD,1808311,-125356,159197950,10379729,5167150,24012,-167709,399440,324347,2443077,0.55,71414,-63312,,,10192,,,-10270531,,4951,-0.15,-0.03,-0.12,0,1,,,155838,-10310520,0,,-2809,594194,5192206,,,1,,,,-10310520,-10310520,-10310520,64148,7192931,,0.54,-10270531,,,,258205,88404,,,,98433,186282,12/31/2017,8457971,-152174866,1968398,,1604198,-0.25,11/10/2017,13453933,7372510,-7277161,5066850,13267651,6260582,6260582,10363057,-39989,92526,7192931,98433
628,-0.839444444,-0.492982456,-0.483928571,-0.311904762,-0.135015439,CRMD,3659744,-38226,163003806,8162034,-2217695,57182,15282,1777250,373293,888427,0.2525,81787,28575,,,19381,,,-10188823,,1473,-0.14,-0.04,-0.1,0,1,,,-5365,-10185118,0,,-1873,578912,1604198,,,1,,,,-10185118,-10185118,-10185118,8651,840272,,0.31,-10188823,,,,252166,17647,,,,97008,205303,3/31/2018,8280442,-162342329,1903016,,,-0.4,3/20/2018,9608969,3269163,-7054303,1565972,9403666,8768277,8768277,10212033,3705,23210,840272,97008
629,-0.591836735,-0.056158565,-0.613377151,-0.636363636,-0.051293294,CRMD,7308823,1,164239299,4701978,-3460056,4038,-94025,3647529,358175,286360,0.19,85019,33663,,,19353,,,-8572152,,-5126,-0.1,0,-0.1,0,1,,,-26112,-8556913,0,,,672937,,,,1,,,,-8556913,-8556913,-8556913,3478,-6478437,,0.2,-8572152,,,,194166,15441,,,,97403,185802,6/30/2018,6600215,-170900158,1945825,,,0,5/16/2018,5926549,880550,-4335481,1,5740747,12404566,12404566,8579703,15239,7551,-6478437,97403
630,-0.033452808,0.071523179,0.30483871,0.214714715,0.049437432,CROX,55181000,-1595000,370567000,178189000,21227000,44018000,17178000,-37437000,7331000,430000,8.5,95000,119810000,7098000,,7886000,,-3000000,2835000,,1110000,-0.03,0.02,-0.05,1,0,,1663000,123463000,2584000,955000,66505000,-167000,140282000,,,,1,,,-657000,1629000,-2263000,1629000,114676000,165888000,,7.83,2835000,23335000,7000,353000,2460000,26224000,,18857000,,-44007000,38412000,9/30/2017,2300000,218703000,112079000,1105000,,0.4,8/9/2017,589653000,-19295000,41035000,-1623000,459738000,155183000,174075000,240438000,-251000,243273000,234056000,-355309000
631,0.277188329,-0.011293634,0.190358467,0.553225806,-0.094687321,CROX,66381000,-6564000,373045000,172128000,-6061000,9688000,10884000,-805000,3334000,11399000,8.76,95000,108745000,10174000,,8429000,,-3000000,-9043000,,2514000,-0.27,0.06,-0.33,1,0,,1688000,90367000,-29938000,-5577000,56427000,-330000,130347000,,,,1,,,-389000,-24361000,-24630000,-24361000,97834000,127750000,,9.67,-9043000,25499000,-26000,183000,2144000,19013000,,18349000,,-43394000,35032000,12/31/2017,6000000,190431000,86646000,706000,,0.18200001,11/7/2017,543695000,-27770000,17849000,1346000,425049000,157018000,175397000,208155000,-20895000,199112000,185865000,-377706000
632,1.096870343,0.021786492,0.275611967,0.579124579,-0.139335594,CROX,87751000,-1668000,376808000,101953000,-70230000,-86850000,-20853000,29065000,2828000,5112000,12.24,96000,143275000,10097000,,7643000,,-3000000,29922000,,2176000,0.2,0.07,0.13,1,0,,1734000,139873000,27212000,10758000,53023000,-113000,148187000,,,,1,,,-400000,16454000,10429000,16454000,189289000,128727000,,13.2,29922000,23611000,-692000,,2359000,34885000,,17385000,,-41165000,30746000,3/31/2018,,202954000,109951000,309000,,0.538,2/28/2018,572883000,-24153000,-46601000,-1652000,463769000,188622000,206035000,253226000,-2710000,283148000,183484000,-396374000
633,1.550505051,-0.087898856,0.177156177,0.511976048,0.067627804,CROX,79101000,-1578000,379571000,171514000,68873000,13005000,14347000,19344000,5359000,-6201000,16.21,96000,146604000,12202000,,7231000,,-3000000,45564000,,-8359000,0.53,0.22,0.31,1,0,,1644000,181400000,37377000,3000000,49146000,-132000,129903000,,,,1,,,-269000,34377000,25305000,34377000,172518000,147436000,,16.25,45564000,24705000,484000,,2041000,41968000,,15239000,,-54789000,27038000,6/30/2018,,233380000,135836000,38000,,0.71,5/8/2018,604374000,-8670000,87462000,-1560000,501841000,206570000,221832000,282440000,-8187000,328004000,198226000,-414821000
634,,0.051466188,0.032314924,0.179194631,0.013005555,CRSP,2116000,-2994000,303292000,253519000,-18745000,3603000,,-419000,5227000,-363000,17.8,1234000,17845000,,,792000,,,-23570000,,8000,-0.62,-0.02,-0.6,0,1,,,-15458000,-24000000,707000,358000,,,-500000,,,1,,,,-24707000,-24707000,-24707000,3211000,178600000,,17.56,-23570000,3811000,,,,2247000,,91244000,,12000,19564000,9/30/2017,,-125580000,8112000,,,-0.033,8/10/2017,282319000,609000,-15868000,-3494000,258586000,12117000,103361000,25957000,-430000,2387000,178958000,12000
635,0.041794714,-0.094551282,-0.118106139,-0.002941176,0.029071815,CRSP,1639000,-205000,312018000,239758000,-13761000,585000,,-20613000,7432000,-3193000,17.45,1240000,20030000,,,806000,,,972000,,2000,0,0.67,-0.67,1,0,,,12295000,560000,419000,344000,,,,,,1,,,,141000,141000,141000,2626000,187488000,,16.95,972000,3760000,,,,2011000,,69003000,,14000,18857000,12/31/2017,,-125440000,11323000,,,1,11/10/2017,271346000,1284000,-14842000,-205000,248385000,14511000,83514000,31353000,-412000,32325000,187832000,14000
636,0.304714845,0.00078964,-0.016299286,-0.009224515,-0.071453119,CRUS,,,,,,,,,,,59,,,,,,,,,,,1.36,0.15,1.21,1,0,,,,,,,,,,,,,,,,,,,,,,62.25,,,,,,,,,,,,9/30/2017,,,,,,0.124,8/3/2017,,,,,,,,,,,,
637,0.036779506,0.048482605,-0.013751088,-0.110657668,-0.004244789,CRUS,,,,,,,,,,,56.42,,,,,,,,,,,1.59,-0.19,1.78,0,1,,,,,,,,,,,,,,,,,,,,,,58.8,,,,,,,,,,,,12/31/2017,,,,,,-0.107,11/3/2017,,,,,,,,,,,,
638,-0.199964356,-0.167006866,-0.207730321,-0.218624891,-0.033755612,CRUS,69850000,-16574000,1312372000,235604000,8964000,116818000,-12793000,-27218000,-17000,16374000,43.4,62000,150543000,14716000,,22224000,,,20488000,,,0.51,-0.07,0.58,0,1,,288718000,152630000,21987000,9983000,111547000,-259000,205760000,-12871000,,172499000,1,,,,12004000,12004000,12004000,100801000,761463000,,39.62,20488000,52525000,-392000,,13877000,21981000,,128180000,,-11361000,191154000,3/31/2018,95835000,-139345000,36307000,,26397000,-0.12100001,2/6/2018,1430117000,-61236000,105688000,-35488000,613674000,140209000,268389000,282685000,1499000,303173000,1161728000,-11361000
639,-0.407052273,-0.02887538,-0.226548316,-0.319126265,-0.015508262,CRUS,53655000,-10827000,,186459000,-49145000,-20264000,32306000,-31185000,12844000,-3361000,37.75,1325287000,129924000,15985000,,22639000,,,-6157000,,,0.28,0.21,0.07,1,0,,287042000,124559000,-4500000,-228000,99366000,-259000,173063000,-282000,,159334000,1,,,,-4272000,-4272000,-4272000,126604000,740688000,,35,-6157000,50136000,,,18616000,22775000,,121063000,,-13518000,195804000,6/30/2018,97932000,-184673000,32784000,,39877000,3,5/3/2018,1366803000,-40997000,4689000,-12837000,575121000,118644000,239707000,260640000,1657000,254483000,1127096000,-13518000
640,0.039203085,0.013793103,-0.043761088,-0.014625229,-0.041028159,CSCO,,,,,,,,,,,31.04,,,,,,,,,,,0.61,0.01,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,31.49,,,,,,,,,,,,10/31/2017,,,,,,0.017,8/17/2017,,,,,,,,,,,,
641,0.076025237,0.016691505,0.098904639,0.086998088,0.050589441,CSCO,,,,,,,,,,,35.88,,,,,,,,,,,0.63,0.04,0.59,1,0,,,,,,,,,,,,,,,,,,,,,,36.04,,,,,,,,,,,,1/31/2018,,,,,,0.068,11/16/2017,,,,,,,,,,,,
642,0.302692665,0.021601942,0.239764359,0.311623559,0.046195982,CSCO,,,,,,,,,,,44.08,,,,,,,,,,,0.66,0.01,0.65,1,0,,,,,,,,,,,,,,,,,,,,,,45.065,,,,,,,,,,,,4/30/2018,,,,,,0.015,2/15/2018,,,,,,,,,,,,
643,0.316618076,0.01187542,0.07293894,0.330191458,-0.038370764,CSCO,,,,,,,,,,,43.46,,,,,,,,,,,0.7,0.01,0.69,1,0,,,,,,,,,,,,,,,,,,,,,,43.13,,,,,,,,,,,,7/31/2018,,,,,,0.014,5/17/2018,,,,,,,,,,,,
644,0.313980138,0.021984551,0.311975591,0.379310345,-0.033099948,CSIQ,1056694000,,,614586000,,,,0,,,16.64,702136000,752422000,248299000,,,,,57770000,,,0.23,-0.03,0.26,0,1,,6248000,159801000,19757000,6165000,78658000,-33656000,301526000,,444422000,401971000,1,25515000,25515000,,13293000,13293000,13592000,576193000,880671000,,16.31,57770000,614723000,,,2519869000,1201051000,,200579000,-1399000,-58838000,741641000,9/30/2017,7271000,322279000,96159000,2584443000,,-0.115,8/14/2017,6048090000,,,,4204849000,4411997000,5056998000,854453000,-38013000,912223000,965577000,-58838000
645,0.417731029,0.198095238,0.140181269,0.422004521,-0.113816351,CSIQ,980691000,,417000,561679000,,,,0,,,16.84,702162000,888842000,131796000,,,,,125872000,,,1.01,0.05,0.96,1,0,,6248000,219921000,91717000,28936000,89635000,-31832000,346092000,,531176000,425126000,1,27549000,27549000,,61403000,61403000,62781000,479958000,936343000,,18,125872000,472116000,,,2403881000,1166557000,,190664000,-3875000,-54034000,811199000,12/31/2017,8563000,383681000,89361000,2489932000,,0.051999997,11/9/2017,5889627000,,,,4085303000,4108012000,4829852000,982891000,-34155000,1108763000,1032226000,-54034000
646,0.086255259,-0.023944549,-0.119886364,-0.104624277,0.069208041,CSIQ,914022000,,2480000,567350000,,,,0,,,16.6,702311000,1280965000,134971000,,,,,43341000,,,0.72,0.25,0.47,1,0,,4061000,143946000,47978000,4092000,102777000,-29594000,414090000,,328120000,426426000,1,39138000,39138000,,43377000,43377000,43886000,459799000,997560000,,16.335,43341000,499697000,,,1675094000,721885000,,207824000,-345000,-28716000,853806000,3/31/2018,9499000,428323000,91106000,2312407000,,0.532,3/19/2018,5299674000,,,,3412907000,3620194000,4156138000,1381570000,4637000,1424911000,1104398000,-28716000
647,0.268126888,0.040272615,0.060644346,-0.056211355,0.044840117,CSIQ,815378000,,5757000,452471000,,,,0,,,17.56,702868000,491155000,133729000,,,,,53938000,,,0.26,-0.01,0.27,0,1,,4061000,159435000,23739000,7766000,102411000,-26596000,336468000,,221346000,424155000,1,37846000,37846000,,15569000,15569000,15973000,509304000,958875000,,16.51,53938000,410167000,,,1812993000,720184000,,205640000,-345000,-87170000,855676000,6/30/2018,9134000,443892000,96708000,2348559000,,-0.037,5/16/2018,5192954000,,,,3396484000,3662775000,4089761000,596652000,-30199000,650590000,1065347000,-87170000
