,1Year,1month,3month,6month,PostEarningsReturn,Underlying,accountsPayable,capitalExpenditures,capitalSurplus,cash,changeInCash,changeToAccountReceivables,changeToInventory,changeToLiabilities,changeToNetincome,changeToOperatingActivities,close,commonStock,costOfRevenue,deferredLongTermAssetCharges,deferredLongTermLiab,depreciation,discontinuedOperations,dividendsPaid,ebit,effectOfAccountingCharges,effectOfExchangeRate,epsActual,epsDifference,epsEstimate,epsPos,epsNeg,extraordinaryItems,goodWill,grossProfit,incomeBeforeTax,incomeTaxExpense,intangibleAssets,interestExpense,inventory,investments,longTermDebt,longTermInvestments,maxAge,minorityInterest,minorityInterest_balance,netBorrowings,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,netReceivables,netTangibleAssets,nonRecurring,open,operatingIncome,otherAssets,otherCashflowsFromFinancingActivities,otherCashflowsFromInvestingActivities,otherCurrentAssets,otherCurrentLiab,otherItems,otherLiab,otherOperatingExpenses,otherStockholderEquity,propertyPlantEquipment,quarter,researchDevelopment,retainedEarnings,sellingGeneralAdministrative,shortLongTermDebt,shortTermInvestments,surprisePercent,timestamp,totalAssets,totalCashFromFinancingActivities,totalCashFromOperatingActivities,totalCashflowsFromInvestingActivities,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,totalStockholderEquity,treasuryStock
3004,-0.248942172,-0.187643021,0.049778216,0.57195572,-0.098083976,SM,468108000,-301521000,1747035000,643337000,329394000,-4464000,,-8825000,-301117000,-2824000,19.31,1117000,97079000,,2700000,136098000,,-5584000,73699000,,,0.07,0.03,0.04,1,0,,,270147000,416392000,98991000,,-43085000,,,2912248000,,1,,,,317401000,317401000,317401000,192562000,2712097000,,19,73699000,301865000,-133000,,77296000,181068000,,386467000,18941000,-16499000,5434931000,3/31/2018,,980444000,27682000,2912248000,,0.75,2/22/2018,6659988000,-3836000,140135000,189259000,923192000,649176000,3947891000,293527000,342693000,367226000,2712097000,-16499000
3005,0.075023299,0.263417306,-0.034728033,0.081575246,0.024830043,SM,446318000,-446413000,1754169000,615906000,-27431000,4464000,,8825000,-7789000,-18898000,23.65,1118000,95700000,,2400000,163700000,,-5584000,16647000,,,0.15,0.07,0.08,1,0,,,291315000,16296000,-901000,,-41654000,,,2573424000,,1,,,,17197000,17197000,17197000,178682000,2736627000,,23.07,16647000,67865000,-133000,,146329000,259338000,,378477000,67992000,-16301000,5713410000,6/30/2018,,997641000,28920000,2915725000,,0.875,5/4/2018,6736485000,-3836000,171383000,-194978000,955210000,1047957000,3999858000,370368000,-351000,387015000,2736627000,-16301000
3006,-0.48729097,-0.024188415,-0.234648028,-0.494892916,-0.004576667,SM,348885000,-257475000,1734217000,441415000,-118106000,-25491000,,30533000,67225000,6929000,15.26,1116000,107251000,,3500000,134599000,,-5581000,-83697000,,,-0.25,0.06,-0.31,1,0,,,177623000,-128382000,-39270000,,-44091000,,,2905358000,,1,,,-13000,-89112000,-89112000,-89112000,146056000,2412041000,,14.97,-83697000,100075000,-1231000,-3000000,63685000,87791000,,424851000,84598000,-15207000,5409939000,9/30/2017,,691915000,27880000,2905358000,,0.19399999,8/4/2017,6178926000,-1231000,128482000,-245357000,668912000,436676000,3766885000,368571000,-44685000,284874000,2412041000,-15207000
3007,-0.334976888,0.174102285,0.414154653,0.019367029,0.01060162,SM,29210000,-265891000,1741623000,313943000,-130472000,-7505000,,23425000,-5715000,13540000,21.81,1117000,104733000,,3100000,143508000,,-5581000,-101389000,,,-0.08,0.06,-0.14,1,0,,,220668000,-143403000,-117145000,,-43618000,,,2908770000,,1,,,-13000,-26258000,-26258000,-26258000,160055000,2394608000,,21.71,-101389000,184569000,-19000,-3000000,64365000,349846000,,314186000,126642000,-13789000,5443092000,12/31/2017,,665657000,35021000,2908770000,,0.42900002,11/3/2017,6176776000,-4728000,144793000,-270537000,549115000,559212000,3782168000,426790000,-42014000,325401000,2394608000,-13789000
3008,-0.248942172,-0.187643021,0.049778216,0.57195572,-0.098083976,SM,468108000,-301521000,1747035000,643337000,329394000,-4464000,,-8825000,-301117000,-2824000,19.31,1117000,97079000,,2700000,136098000,,-5584000,73699000,,,0.07,0.03,0.04,1,0,,,270147000,416392000,98991000,,-43085000,,,2912248000,,1,,,,317401000,317401000,317401000,192562000,2712097000,,19,73699000,301865000,-133000,,77296000,181068000,,386467000,18941000,-16499000,5434931000,3/31/2018,,980444000,27682000,2912248000,,0.75,2/22/2018,6659988000,-3836000,140135000,189259000,923192000,649176000,3947891000,293527000,342693000,367226000,2712097000,-16499000
3009,0.075023299,0.263417306,-0.034728033,0.081575246,0.024830043,SM,446318000,-446413000,1754169000,615906000,-27431000,4464000,,8825000,-7789000,-18898000,23.65,1118000,95700000,,2400000,163700000,,-5584000,16647000,,,0.15,0.07,0.08,1,0,,,291315000,16296000,-901000,,-41654000,,,2573424000,,1,,,,17197000,17197000,17197000,178682000,2736627000,,23.07,16647000,67865000,-133000,,146329000,259338000,,378477000,67992000,-16301000,5713410000,6/30/2018,,997641000,28920000,2915725000,,0.875,5/4/2018,6736485000,-3836000,171383000,-194978000,955210000,1047957000,3999858000,370368000,-351000,387015000,2736627000,-16301000
3010,-0.48729097,-0.024188415,-0.234648028,-0.494892916,-0.004576667,SM,348885000,-257475000,1734217000,441415000,-118106000,-25491000,,30533000,67225000,6929000,15.26,1116000,107251000,,3500000,134599000,,-5581000,-83697000,,,-0.25,0.06,-0.31,1,0,,,177623000,-128382000,-39270000,,-44091000,,,2905358000,,1,,,-13000,-89112000,-89112000,-89112000,146056000,2412041000,,14.97,-83697000,100075000,-1231000,-3000000,63685000,87791000,,424851000,84598000,-15207000,5409939000,9/30/2017,,691915000,27880000,2905358000,,0.19399999,8/4/2017,6178926000,-1231000,128482000,-245357000,668912000,436676000,3766885000,368571000,-44685000,284874000,2412041000,-15207000
3011,-0.334976888,0.174102285,0.414154653,0.019367029,0.01060162,SM,29210000,-265891000,1741623000,313943000,-130472000,-7505000,,23425000,-5715000,13540000,21.81,1117000,104733000,,3100000,143508000,,-5581000,-101389000,,,-0.08,0.06,-0.14,1,0,,,220668000,-143403000,-117145000,,-43618000,,,2908770000,,1,,,-13000,-26258000,-26258000,-26258000,160055000,2394608000,,21.71,-101389000,184569000,-19000,-3000000,64365000,349846000,,314186000,126642000,-13789000,5443092000,12/31/2017,,665657000,35021000,2908770000,,0.42900002,11/3/2017,6176776000,-4728000,144793000,-270537000,549115000,559212000,3782168000,426790000,-42014000,325401000,2394608000,-13789000
3012,-0.248942172,-0.187643021,0.049778216,0.57195572,-0.098083976,SM,468108000,-301521000,1747035000,643337000,329394000,-4464000,,-8825000,-301117000,-2824000,19.31,1117000,97079000,,2700000,136098000,,-5584000,73699000,,,0.07,0.03,0.04,1,0,,,270147000,416392000,98991000,,-43085000,,,2912248000,,1,,,,317401000,317401000,317401000,192562000,2712097000,,19,73699000,301865000,-133000,,77296000,181068000,,386467000,18941000,-16499000,5434931000,3/31/2018,,980444000,27682000,2912248000,,0.75,2/22/2018,6659988000,-3836000,140135000,189259000,923192000,649176000,3947891000,293527000,342693000,367226000,2712097000,-16499000
3013,0.075023299,0.263417306,-0.034728033,0.081575246,0.024830043,SM,446318000,-446413000,1754169000,615906000,-27431000,4464000,,8825000,-7789000,-18898000,23.65,1118000,95700000,,2400000,163700000,,-5584000,16647000,,,0.15,0.07,0.08,1,0,,,291315000,16296000,-901000,,-41654000,,,2573424000,,1,,,,17197000,17197000,17197000,178682000,2736627000,,23.07,16647000,67865000,-133000,,146329000,259338000,,378477000,67992000,-16301000,5713410000,6/30/2018,,997641000,28920000,2915725000,,0.875,5/4/2018,6736485000,-3836000,171383000,-194978000,955210000,1047957000,3999858000,370368000,-351000,387015000,2736627000,-16301000
3014,0.487052551,0.020915033,0.065484311,0.160475483,-0.037838826,SMTC,,,,,,,,,,,37.6,,,,,,,,,,,0.54,0.04,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,10/31/2017,,,,,,0.08,8/31/2017,,,,,,,,,,,,
3015,0.291519435,-0.109622412,-0.064020487,-0.002728513,-0.070851154,SMTC,,,,,,,,,,,34.05,,,,,,,,,,,0.42,0.01,0.41,1,0,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,1/31/2018,,,,,,0.024,11/30/2017,,,,,,,,,,,,
3016,0.035608309,0.073846154,0.043348281,-0.025139665,0.103352771,SMTC,,,,,,,,,,,38.7,,,,,,,,,,,0.47,0.01,0.46,1,0,,,,,,,,,,,,,,,,,,,,,,38.55,,,,,,,,,,,,4/30/2018,,,,,,0.022,3/15/2018,,,,,,,,,,,,
3017,0.219380888,0.12267658,0.346210996,0.167525773,0.066192781,SMTC,,,,,,,,,,,48.4,,,,,,,,,,,0.55,0.01,0.54,1,0,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,7/31/2018,,,,,,0.019,5/31/2018,,,,,,,,,,,,
3018,0.487052551,0.020915033,0.065484311,0.160475483,-0.037838826,SMTC,,,,,,,,,,,37.6,,,,,,,,,,,0.54,0.04,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,10/31/2017,,,,,,0.08,8/31/2017,,,,,,,,,,,,
3019,0.291519435,-0.109622412,-0.064020487,-0.002728513,-0.070851154,SMTC,,,,,,,,,,,34.05,,,,,,,,,,,0.42,0.01,0.41,1,0,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,1/31/2018,,,,,,0.024,11/30/2017,,,,,,,,,,,,
3020,0.035608309,0.073846154,0.043348281,-0.025139665,0.103352771,SMTC,,,,,,,,,,,38.7,,,,,,,,,,,0.47,0.01,0.46,1,0,,,,,,,,,,,,,,,,,,,,,,38.55,,,,,,,,,,,,4/30/2018,,,,,,0.022,3/15/2018,,,,,,,,,,,,
3021,0.219380888,0.12267658,0.346210996,0.167525773,0.066192781,SMTC,,,,,,,,,,,48.4,,,,,,,,,,,0.55,0.01,0.54,1,0,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,7/31/2018,,,,,,0.019,5/31/2018,,,,,,,,,,,,
3022,0.487052551,0.020915033,0.065484311,0.160475483,-0.037838826,SMTC,,,,,,,,,,,37.6,,,,,,,,,,,0.54,0.04,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,10/31/2017,,,,,,0.08,8/31/2017,,,,,,,,,,,,
3023,0.291519435,-0.109622412,-0.064020487,-0.002728513,-0.070851154,SMTC,,,,,,,,,,,34.05,,,,,,,,,,,0.42,0.01,0.41,1,0,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,1/31/2018,,,,,,0.024,11/30/2017,,,,,,,,,,,,
3024,0.035608309,0.073846154,0.043348281,-0.025139665,0.103352771,SMTC,,,,,,,,,,,38.7,,,,,,,,,,,0.47,0.01,0.46,1,0,,,,,,,,,,,,,,,,,,,,,,38.55,,,,,,,,,,,,4/30/2018,,,,,,0.022,3/15/2018,,,,,,,,,,,,
3025,0.219380888,0.12267658,0.346210996,0.167525773,0.066192781,SMTC,,,,,,,,,,,48.4,,,,,,,,,,,0.55,0.01,0.54,1,0,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,7/31/2018,,,,,,0.019,5/31/2018,,,,,,,,,,,,
3026,0.487052551,0.020915033,0.065484311,0.160475483,-0.037838826,SMTC,,,,,,,,,,,37.6,,,,,,,,,,,0.54,0.04,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,10/31/2017,,,,,,0.08,8/31/2017,,,,,,,,,,,,
3027,0.291519435,-0.109622412,-0.064020487,-0.002728513,-0.070851154,SMTC,,,,,,,,,,,34.05,,,,,,,,,,,0.42,0.01,0.41,1,0,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,1/31/2018,,,,,,0.024,11/30/2017,,,,,,,,,,,,
3028,0.035608309,0.073846154,0.043348281,-0.025139665,0.103352771,SMTC,,,,,,,,,,,38.7,,,,,,,,,,,0.47,0.01,0.46,1,0,,,,,,,,,,,,,,,,,,,,,,38.55,,,,,,,,,,,,4/30/2018,,,,,,0.022,3/15/2018,,,,,,,,,,,,
3029,0.219380888,0.12267658,0.346210996,0.167525773,0.066192781,SMTC,,,,,,,,,,,48.4,,,,,,,,,,,0.55,0.01,0.54,1,0,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,7/31/2018,,,,,,0.019,5/31/2018,,,,,,,,,,,,
3030,,-0.122370937,-0.237119114,,-0.151853635,SNAP,15207000,-25948000,7470272000,317554000,-184123000,-16304000,,-5214000,229025000,24172000,11.83,12000,210622000,,,17467000,,,-461827000,,,-0.14,0.01,-0.15,1,0,,612823000,-2685000,-455459000,-12300000,164612000,-887000,2600000,317436000,,,1,,,,-443159000,-443159000,-443159000,194971000,2397835000,,12,-461827000,74102000,-307000,372000,,,,55046000,3890000,11682000,143112000,9/30/2017,236214000,-4306696000,219038000,15900000,1980514000,0.067,8/11/2017,3542380000,-153062000,-194013000,162952000,2547731000,296164000,367110000,669764000,6368000,207937000,3175270000,11682000
3031,,0.054393305,0.115044248,-0.342036554,-0.158016166,SNAP,71194000,-21212000,7634825000,334063000,16509000,-79844000,,45593000,175309000,14050000,12.91,12000,151338000,,,18786000,,,-321097000,,,-0.13,0.03,-0.16,1,0,,639882000,134355000,-353217000,-3240000,166473000,-876000,,269516000,,22700000,1,,,,-349977000,-349977000,-349977000,279473000,2185972000,,13.47,-321097000,58955000,,372000,,221631000,,66950000,2212000,14157000,166762000,12/31/2017,231706000,-4656667000,221534000,16033000,1708976000,0.188,11/8/2017,3421566000,-22398000,-176083000,214990000,2366794000,346256000,429239000,606790000,-32120000,285693000,2992327000,14157000
3032,,0,-0.079240341,0.050037341,0.38921236,SNAP,28562000,-36315000,7813325000,466323000,132524000,48697000,,-37069000,130102000,-9479000,20.75,12000,196798000,,,21553000,,,-383930000,,,-0.17,0,-0.17,0,1,,645707000,33868000,-384207000,1578000,156525000,-934000,,355622000,,,1,,,,-385785000,-385785000,-385785000,231409000,1989616000,,17.15,-383930000,77524000,,,,,,72625000,,20963000,191043000,3/31/2018,194686000,-5042452000,223112000,16200000,1355030000,0,2/7/2018,3182030000,45258000,-231981000,319247000,2111231000,301357000,390182000,614596000,-277000,230666000,2791848000,20963000
3033,-0.36380009,0.003551136,0.06561086,-0.08484456,-0.247681363,SNAP,22644000,-34901000,7971610000,393183000,-74224000,-13926000,,-9653000,150495000,4534000,11.03,13000,191565000,,,22514000,,,-353914000,,,-0.14,0.03,-0.17,1,0,,635482000,70698000,-352233000,1077000,147197000,-930000,,160614000,,,1,,,,-353310000,-353310000,-353310000,244815000,1801389000,,11.3,-353914000,84954000,,,,,,70903000,,8207000,214230000,6/30/2018,203246000,-5395762000,221366000,16400000,1176820000,0.176,5/2/2018,2950713000,1914000,-199346000,123208000,1868850000,279342000,366645000,616177000,1681000,262263000,2584068000,8207000
3034,,-0.122370937,-0.237119114,,-0.151853635,SNAP,15207000,-25948000,7470272000,317554000,-184123000,-16304000,,-5214000,229025000,24172000,11.83,12000,210622000,,,17467000,,,-461827000,,,-0.14,0.01,-0.15,1,0,,612823000,-2685000,-455459000,-12300000,164612000,-887000,2600000,317436000,,,1,,,,-443159000,-443159000,-443159000,194971000,2397835000,,12,-461827000,74102000,-307000,372000,,,,55046000,3890000,11682000,143112000,9/30/2017,236214000,-4306696000,219038000,15900000,1980514000,0.067,8/11/2017,3542380000,-153062000,-194013000,162952000,2547731000,296164000,367110000,669764000,6368000,207937000,3175270000,11682000
3035,,0.054393305,0.115044248,-0.342036554,-0.158016166,SNAP,71194000,-21212000,7634825000,334063000,16509000,-79844000,,45593000,175309000,14050000,12.91,12000,151338000,,,18786000,,,-321097000,,,-0.13,0.03,-0.16,1,0,,639882000,134355000,-353217000,-3240000,166473000,-876000,,269516000,,22700000,1,,,,-349977000,-349977000,-349977000,279473000,2185972000,,13.47,-321097000,58955000,,372000,,221631000,,66950000,2212000,14157000,166762000,12/31/2017,231706000,-4656667000,221534000,16033000,1708976000,0.188,11/8/2017,3421566000,-22398000,-176083000,214990000,2366794000,346256000,429239000,606790000,-32120000,285693000,2992327000,14157000
3036,,0,-0.079240341,0.050037341,0.38921236,SNAP,28562000,-36315000,7813325000,466323000,132524000,48697000,,-37069000,130102000,-9479000,20.75,12000,196798000,,,21553000,,,-383930000,,,-0.17,0,-0.17,0,1,,645707000,33868000,-384207000,1578000,156525000,-934000,,355622000,,,1,,,,-385785000,-385785000,-385785000,231409000,1989616000,,17.15,-383930000,77524000,,,,,,72625000,,20963000,191043000,3/31/2018,194686000,-5042452000,223112000,16200000,1355030000,0,2/7/2018,3182030000,45258000,-231981000,319247000,2111231000,301357000,390182000,614596000,-277000,230666000,2791848000,20963000
3037,-0.36380009,0.003551136,0.06561086,-0.08484456,-0.247681363,SNAP,22644000,-34901000,7971610000,393183000,-74224000,-13926000,,-9653000,150495000,4534000,11.03,13000,191565000,,,22514000,,,-353914000,,,-0.14,0.03,-0.17,1,0,,635482000,70698000,-352233000,1077000,147197000,-930000,,160614000,,,1,,,,-353310000,-353310000,-353310000,244815000,1801389000,,11.3,-353914000,84954000,,,,,,70903000,,8207000,214230000,6/30/2018,203246000,-5395762000,221366000,16400000,1176820000,0.176,5/2/2018,2950713000,1914000,-199346000,123208000,1868850000,279342000,366645000,616177000,1681000,262263000,2584068000,8207000
3038,,-0.122370937,-0.237119114,,-0.151853635,SNAP,15207000,-25948000,7470272000,317554000,-184123000,-16304000,,-5214000,229025000,24172000,11.83,12000,210622000,,,17467000,,,-461827000,,,-0.14,0.01,-0.15,1,0,,612823000,-2685000,-455459000,-12300000,164612000,-887000,2600000,317436000,,,1,,,,-443159000,-443159000,-443159000,194971000,2397835000,,12,-461827000,74102000,-307000,372000,,,,55046000,3890000,11682000,143112000,9/30/2017,236214000,-4306696000,219038000,15900000,1980514000,0.067,8/11/2017,3542380000,-153062000,-194013000,162952000,2547731000,296164000,367110000,669764000,6368000,207937000,3175270000,11682000
3039,,0.054393305,0.115044248,-0.342036554,-0.158016166,SNAP,71194000,-21212000,7634825000,334063000,16509000,-79844000,,45593000,175309000,14050000,12.91,12000,151338000,,,18786000,,,-321097000,,,-0.13,0.03,-0.16,1,0,,639882000,134355000,-353217000,-3240000,166473000,-876000,,269516000,,22700000,1,,,,-349977000,-349977000,-349977000,279473000,2185972000,,13.47,-321097000,58955000,,372000,,221631000,,66950000,2212000,14157000,166762000,12/31/2017,231706000,-4656667000,221534000,16033000,1708976000,0.188,11/8/2017,3421566000,-22398000,-176083000,214990000,2366794000,346256000,429239000,606790000,-32120000,285693000,2992327000,14157000
3040,,0,-0.079240341,0.050037341,0.38921236,SNAP,28562000,-36315000,7813325000,466323000,132524000,48697000,,-37069000,130102000,-9479000,20.75,12000,196798000,,,21553000,,,-383930000,,,-0.17,0,-0.17,0,1,,645707000,33868000,-384207000,1578000,156525000,-934000,,355622000,,,1,,,,-385785000,-385785000,-385785000,231409000,1989616000,,17.15,-383930000,77524000,,,,,,72625000,,20963000,191043000,3/31/2018,194686000,-5042452000,223112000,16200000,1355030000,0,2/7/2018,3182030000,45258000,-231981000,319247000,2111231000,301357000,390182000,614596000,-277000,230666000,2791848000,20963000
3041,-0.36380009,0.003551136,0.06561086,-0.08484456,-0.247681363,SNAP,22644000,-34901000,7971610000,393183000,-74224000,-13926000,,-9653000,150495000,4534000,11.03,13000,191565000,,,22514000,,,-353914000,,,-0.14,0.03,-0.17,1,0,,635482000,70698000,-352233000,1077000,147197000,-930000,,160614000,,,1,,,,-353310000,-353310000,-353310000,244815000,1801389000,,11.3,-353914000,84954000,,,,,,70903000,,8207000,214230000,6/30/2018,203246000,-5395762000,221366000,16400000,1176820000,0.176,5/2/2018,2950713000,1914000,-199346000,123208000,1868850000,279342000,366645000,616177000,1681000,262263000,2584068000,8207000
3042,,-0.122370937,-0.237119114,,-0.151853635,SNAP,15207000,-25948000,7470272000,317554000,-184123000,-16304000,,-5214000,229025000,24172000,11.83,12000,210622000,,,17467000,,,-461827000,,,-0.14,0.01,-0.15,1,0,,612823000,-2685000,-455459000,-12300000,164612000,-887000,2600000,317436000,,,1,,,,-443159000,-443159000,-443159000,194971000,2397835000,,12,-461827000,74102000,-307000,372000,,,,55046000,3890000,11682000,143112000,9/30/2017,236214000,-4306696000,219038000,15900000,1980514000,0.067,8/11/2017,3542380000,-153062000,-194013000,162952000,2547731000,296164000,367110000,669764000,6368000,207937000,3175270000,11682000
3043,,0.054393305,0.115044248,-0.342036554,-0.158016166,SNAP,71194000,-21212000,7634825000,334063000,16509000,-79844000,,45593000,175309000,14050000,12.91,12000,151338000,,,18786000,,,-321097000,,,-0.13,0.03,-0.16,1,0,,639882000,134355000,-353217000,-3240000,166473000,-876000,,269516000,,22700000,1,,,,-349977000,-349977000,-349977000,279473000,2185972000,,13.47,-321097000,58955000,,372000,,221631000,,66950000,2212000,14157000,166762000,12/31/2017,231706000,-4656667000,221534000,16033000,1708976000,0.188,11/8/2017,3421566000,-22398000,-176083000,214990000,2366794000,346256000,429239000,606790000,-32120000,285693000,2992327000,14157000
3044,,0,-0.079240341,0.050037341,0.38921236,SNAP,28562000,-36315000,7813325000,466323000,132524000,48697000,,-37069000,130102000,-9479000,20.75,12000,196798000,,,21553000,,,-383930000,,,-0.17,0,-0.17,0,1,,645707000,33868000,-384207000,1578000,156525000,-934000,,355622000,,,1,,,,-385785000,-385785000,-385785000,231409000,1989616000,,17.15,-383930000,77524000,,,,,,72625000,,20963000,191043000,3/31/2018,194686000,-5042452000,223112000,16200000,1355030000,0,2/7/2018,3182030000,45258000,-231981000,319247000,2111231000,301357000,390182000,614596000,-277000,230666000,2791848000,20963000
3045,-0.36380009,0.003551136,0.06561086,-0.08484456,-0.247681363,SNAP,22644000,-34901000,7971610000,393183000,-74224000,-13926000,,-9653000,150495000,4534000,11.03,13000,191565000,,,22514000,,,-353914000,,,-0.14,0.03,-0.17,1,0,,635482000,70698000,-352233000,1077000,147197000,-930000,,160614000,,,1,,,,-353310000,-353310000,-353310000,244815000,1801389000,,11.3,-353914000,84954000,,,,,,70903000,,8207000,214230000,6/30/2018,203246000,-5395762000,221366000,16400000,1176820000,0.176,5/2/2018,2950713000,1914000,-199346000,123208000,1868850000,279342000,366645000,616177000,1681000,262263000,2584068000,8207000
3046,0.315014887,0.058114861,0.151605453,0.283567217,-0.007336981,SPGI,170000000,-21000000,418000000,2312000000,-72000000,-15000000,,-1000000,82000000,67000000,153.45,412000000,421000000,,,46000000,,-104000000,677000000,,23000000,1.71,0.17,1.54,1,0,,2992000000,1092000000,621000000,169000000,1421000000,-37000000,,-5000000,3568000000,53000000,1,1215000000,1215000000,86000000,414000000,414000000,452000000,1188000000,-3574000000,,158.35,677000000,336000000,-15000000,,10000000,1865000000,,684000000,,-678000000,259000000,9/30/2017,,10066000000,369000000,3568000000,,0.11,7/27/2017,8714000000,-593000000,529000000,-31000000,3653000000,2408000000,6660000000,836000000,-56000000,1513000000,839000000,-10057000000
3047,0.295331992,0.039897913,0.048843271,0.191390925,0.024882782,SPGI,195000000,-46000000,525000000,2779000000,467000000,-132000000,,317000000,179000000,67000000,165,412000000,431000000,59000000,,46000000,,-105000000,720000000,,4000000,1.85,0.24,1.61,1,0,,2989000000,1157000000,589000000,290000000,1470000000,-39000000,,-5000000,3170000000,54000000,1,1407000000,1407000000,86000000,262000000,262000000,299000000,1319000000,-3748000000,,163.08,720000000,313000000,-42000000,,8000000,2148000000,,923000000,,-649000000,275000000,12/31/2017,,10025000000,391000000,3569000000,12000000,0.14899999,10/26/2017,9425000000,-296000000,813000000,-54000000,4324000000,3214000000,7307000000,868000000,-131000000,1588000000,711000000,-10251000000
3048,0.356933116,-0.053158793,0.069839228,0.101503013,0.078580489,SPGI,196000000,-33000000,335000000,1756000000,-1023000000,7000000,,-262000000,80000000,-75000000,179.96,412000000,439000000,,,45000000,,-127000000,711000000,,20000000,2,0.03,1.97,1,0,,3045000000,1128000000,681000000,147000000,1390000000,-34000000,,3000000,3170000000,,1,1411000000,1411000000,86000000,491000000,491000000,534000000,1313000000,-4428000000,,165.95,711000000,508000000,-50000000,,3000000,2344000000,,774000000,,-630000000,270000000,3/31/2018,,10427000000,372000000,3570000000,,0.015,2/6/2018,8497000000,-1316000000,360000000,-87000000,3284000000,3135000000,7079000000,856000000,-30000000,1567000000,7000000,-11167000000
3049,0.3979795,0.009102039,0.035333952,0.169524985,0.003527898,SPGI,192000000,-27000000,732000000,1885000000,179000000,12000000,,86000000,162000000,-179000000,190.25,412000000,446000000,,,52000000,,-126000000,757000000,,-58000000,2.17,0.04,2.13,1,0,,3538000000,1163000000,657000000,156000000,1453000000,-26000000,,-2000000,3660000000,,1,1484000000,1484000000,86000000,461000000,461000000,501000000,1290000000,-4408000000,,186.06,757000000,485000000,-53000000,,56000000,2269000000,,766000000,,-705000000,273000000,6/30/2018,,10680000000,354000000,3660000000,,0.019,4/26/2018,9217000000,-88000000,543000000,-218000000,3468000000,2724000000,7150000000,852000000,-100000000,1609000000,583000000,-11241000000
3050,0.315014887,0.058114861,0.151605453,0.283567217,-0.007336981,SPGI,170000000,-21000000,418000000,2312000000,-72000000,-15000000,,-1000000,82000000,67000000,153.45,412000000,421000000,,,46000000,,-104000000,677000000,,23000000,1.71,0.17,1.54,1,0,,2992000000,1092000000,621000000,169000000,1421000000,-37000000,,-5000000,3568000000,53000000,1,1215000000,1215000000,86000000,414000000,414000000,452000000,1188000000,-3574000000,,158.35,677000000,336000000,-15000000,,10000000,1865000000,,684000000,,-678000000,259000000,9/30/2017,,10066000000,369000000,3568000000,,0.11,7/27/2017,8714000000,-593000000,529000000,-31000000,3653000000,2408000000,6660000000,836000000,-56000000,1513000000,839000000,-10057000000
3051,0.295331992,0.039897913,0.048843271,0.191390925,0.024882782,SPGI,195000000,-46000000,525000000,2779000000,467000000,-132000000,,317000000,179000000,67000000,165,412000000,431000000,59000000,,46000000,,-105000000,720000000,,4000000,1.85,0.24,1.61,1,0,,2989000000,1157000000,589000000,290000000,1470000000,-39000000,,-5000000,3170000000,54000000,1,1407000000,1407000000,86000000,262000000,262000000,299000000,1319000000,-3748000000,,163.08,720000000,313000000,-42000000,,8000000,2148000000,,923000000,,-649000000,275000000,12/31/2017,,10025000000,391000000,3569000000,12000000,0.14899999,10/26/2017,9425000000,-296000000,813000000,-54000000,4324000000,3214000000,7307000000,868000000,-131000000,1588000000,711000000,-10251000000
3052,0.356933116,-0.053158793,0.069839228,0.101503013,0.078580489,SPGI,196000000,-33000000,335000000,1756000000,-1023000000,7000000,,-262000000,80000000,-75000000,179.96,412000000,439000000,,,45000000,,-127000000,711000000,,20000000,2,0.03,1.97,1,0,,3045000000,1128000000,681000000,147000000,1390000000,-34000000,,3000000,3170000000,,1,1411000000,1411000000,86000000,491000000,491000000,534000000,1313000000,-4428000000,,165.95,711000000,508000000,-50000000,,3000000,2344000000,,774000000,,-630000000,270000000,3/31/2018,,10427000000,372000000,3570000000,,0.015,2/6/2018,8497000000,-1316000000,360000000,-87000000,3284000000,3135000000,7079000000,856000000,-30000000,1567000000,7000000,-11167000000
