,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
SO,-0.10109848,0.18035269,,,1.0,-0.01236,,4.0,23.307,,10.0,43.78,0.809,1534291200,183.969,,,8072000000,0.33876,12.016,4.071,96995672064,USD,,1013253785,3.01,14.54485,-4227249920,31344.0,,,0.43105,10205500000,0.00064000004,0.60792,Utilities - Regulated Electric,,,1514678400,986256000,10000/6109,,1,86400,,,1530316800,2348999936,1577750400,17,6912000000,0.19087,8.0,7.04,2,1.8784057,,0.098579995,0.098579995,0.394,hold,3.4,0.02567,0.09137,0.036,23.631,,Utilities,3.0,1014140032,0.0356,36054108,1531440000,35411270,0.0358,7.5,52.0,41.0,45.97,46.0,,,1980000000,1.952,49700999168,23828000768,2.31,,
SO,-0.10109848,0.18035269,,,1.0,-0.01236,,4.0,23.307,,10.0,43.78,0.809,1534291200,183.969,,,8072000000,0.33876,12.016,4.071,96995672064,USD,,1013253785,3.01,14.54485,-4227249920,31344.0,,,0.43105,10205500000,0.00064000004,0.60792,Utilities - Regulated Electric,,,1514678400,986256000,10000/6109,,1,86400,,,1530316800,2348999936,1577750400,17,6912000000,0.19087,8.0,7.04,2,1.8784057,,0.098579995,0.098579995,0.394,hold,3.4,0.02567,0.09137,0.036,23.631,,Utilities,3.0,1014140032,0.0356,36054108,1531440000,35411270,0.0358,7.5,52.0,41.0,45.97,46.0,,,1980000000,1.952,49700999168,23828000768,2.31,,
SO,-0.10109848,0.18035269,,,1.0,-0.01236,,4.0,23.307,,10.0,43.78,0.809,1534291200,183.969,,,8072000000,0.33876,12.016,4.071,96995672064,USD,,1013253785,3.01,14.54485,-4227249920,31344.0,,,0.43105,10205500000,0.00064000004,0.60792,Utilities - Regulated Electric,,,1514678400,986256000,10000/6109,,1,86400,,,1530316800,2348999936,1577750400,17,6912000000,0.19087,8.0,7.04,2,1.8784057,,0.098579995,0.098579995,0.394,hold,3.4,0.02567,0.09137,0.036,23.631,,Utilities,3.0,1014140032,0.0356,36054108,1531440000,35411270,0.0358,7.5,52.0,41.0,45.97,46.0,,,1980000000,1.952,49700999168,23828000768,2.31,,
SODA,1.3979471,0.18035269,,,,1.464725,,,24.56,,,142.75,3.708,1534291200,,0.781,0.817,124084000,0.20256001,24.623,4.988,3055294464,USD,,20930302,5.33,26.782364,35194000,1936.0,,,0.55605,289859000,,,Home Furnishings & Fixtures,,,1514678400,,,,1,86400,,,1530316800,89963000,1577750400,3,95526000,0.16621,,2.15,2,5.8122964,,0.14686,0.14686,2.664,hold,2.8,0.103870004,0.18080999,0.313,27.563,,Consumer Cyclical,,22710500,0.028099999,634996,1531440000,414389,0.028199999,1.09,147.0,100.0,130.33,144.0,,,171702000,7.583,0,612572032,3.926,,
SOHU,-0.61116296,0.18035269,,,,1.264679,,,15.836,,,21.35,2.028,1534291200,14.684,,,106505000,0.05415,0.038,0.002,4068360,USD,,28207283,-3.68,-5.8016305,,9300.0,,,0.46738,825796000,0.21666001,0.79782,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-538550976,1577750400,5,,-0.03729,,-0.59,2,1.348194,,-0.27383,-0.27383,1.84,hold,3.0,-0.01591,-0.31209,0.054,50.559,,Technology,,38916800,0.0538,2092984,1531440000,1824288,0.1417,3.44,53.0,21.0,30.8,26.0,,,1993945984,51.223,226702000,1966700032,-13.864,,
SPG,0.15661645,0.18035269,,,5.0,0.709059,,6.0,10.763,,1.0,183.03,0.364,1534291200,576.579,0.442,0.431,4173950976,0.74276,19.261,14.306,80393428992,USD,,307074804,7.49,24.436583,2070629632,3300.0,,,0.82106,4547256000,0.00522,0.99083,REIT - Retail,,,1514678400,1401321600,1063/1000,,1,86400,,,1530316800,2252557056,1577750400,17,3620986880,0.51116,10.0,2.9,2,17.005482,,0.40144002,0.40144002,0.362,buy,2.0,0.05809,0.60789,0.02,18.104,,Real Estate,10.0,309209984,0.0398,12312046,1531440000,13299335,0.0469,8.77,221.0,158.0,186.76,186.0,,,714246976,2.31,23505002496,5619501056,7.257,,
SPGI,0.34266877,0.18035269,,,1.0,1.093468,,1.0,2.319,,4.0,207.05,1.273,1534291200,177.068,0.123,0.095,3072000000,0.48941,17.899,8.76,54985003008,USD,,251140355,9.47,21.863781,2000875008,20000.0,,,0.72056997,4350000000,0.00299,0.86375,Capital Markets,,,1514678400,1116374400,2/1,,1,86400,,,1530316800,1627000064,1577750400,13,2244999936,0.4593,1.0,1.59,2,89.28417,,0.2592,0.2592,1.166,buy,2.3,0.20011999,0.84106004,0.066,24.781,,Financial Services,3.0,251500000,0.0106,2659866,1531440000,3885268,0.0105,2.54,242.0,200.0,222.46,222.0,,,1884999936,7.495,3660000000,6277000192,6.369,,
SPPI,1.2858586,0.18035269,,,2.0,2.53098,,9.0,3.354,,10.0,21.53,3.276,1534291200,11.457,,,-80614000,-0.67388,-28.058,18.908,2261873664,USD,,85778323,-0.6,-35.88333,-11722375,215.0,,,0.69088995,,0.105979994,0.84474,Biotechnology,,,1514678400,1031270400,1/25,,1,86400,,,1530316800,-48924000,1577750400,4,-58648000,-0.90796995,10.0,,2,6.419201,,-0.40897,-0.40897,3.178,strong_buy,1.5,-0.15795,-0.18024,-0.295,1.236,,Healthcare,6.0,104953000,0.0856,9070506,1531440000,10170556,0.1106,8.79,34.0,25.0,29.5,29.5,,,269657984,2.628,39427000,119627000,-0.505,,
SPWR,-0.26579523,0.18035269,,,1.0,1.903437,,10.0,0.247,,10.0,6.72,1.752,1534291200,1268.973,,,-52484000,-0.02553,-50.366,1.286,2643431424,USD,,60784691,-0.21,-32.0,40972124,7306.0,,,0.03385,-6971000,0.56791997,0.31981,Solar,,,1514678400,,,,1,86400,,,1530403200,-1104013056,1577750400,9,-334062016,-0.11379,10.0,0.06,2,27.206478,,-0.53704,-0.53704,0.83,hold,3.0,-0.03937,-2.44651,0.369,14.677,,Technology,7.0,140992992,0.12529999,17668125,1531440000,15915554,0.2895,10.26,10.5,6.0,8.01,8.0,,,256688992,1.821,1839705984,2055721984,-7.888,,
SQ,2.4055102,0.18035269,,,2.0,4.128,,8.0,2.658,,8.0,88.64,2.181,1534291200,99.058,,,-12571000,-0.00468,-2821.496,13.211,35469029376,USD,,299862870,0.79,112.20253,111611624,2338.0,,,0.38584998,845850000,0.018380001,0.77560997,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-61653000,1577750400,32,108153000,-0.01757,10.0,3.56,2,33.34838,,-0.02296,-0.02296,1.885,buy,2.5,-0.01113,-0.06906,0.478,6.825,,Technology,10.0,301612000,0.0623,25558574,1531440000,33755148,0.09020001,2.53,100.0,30.0,70.0,75.0,,,1621575936,3.951,1071436992,2684734976,-0.159,,
SQM,-0.12583333,0.18035269,,,,1.01958,,,7.955,,,42.61,3.64,1534291200,64.375,0.327,0.324,908116992,0.39641997,12.651,5.015,11488557056,USD,,57120165,2.32,18.36638,,4921.0,,,0.35616,762501000,0.10255,0.21763,Chemicals,,,1514678400,1461715200,1027/1000,,1,86400,,,1530316800,470996992,1577750400,11,,0.29574,,1.08,2,5.35638,,0.2056,0.2056,2.127,buy,2.3,0.10047,0.21519,0.263,8.68,,Basic Materials,,283363008,0.0376,8105776,1531440000,7970750,,10.88,63.07,49.89,55.62,56.76,,,956800000,3.644,1377500032,2290822912,1.785,,
STI,0.3597697,0.18035269,,,2.0,1.480358,,3.0,47.696,,1.0,73.56,,1534291200,,0.447,0.367,,0.0,,5.044,44041707520,USD,,463447530,5.9,12.467796,,23199.0,,,0.0,8471000000,0.0034599998,0.8585,Banks - Regional - US,,,1514678400,832723200,2/1,,1,86400,,,1530316800,2532999936,1577750400,26,3160000000,0.36983,3.0,0.85,2,1.5422677,,0.30271,0.30271,,buy,2.2,0.0127799995,0.108660005,0.068,18.511,,Financial Services,7.0,460729984,0.018099999,8347013,1531440000,9413216,0.0178,2.83,88.0,68.0,77.41,77.0,,,10556000256,22.692,17912999936,8730999808,5.313,,
STLD,0.3346008,0.18035269,,,1.0,1.297205,,9.0,15.938,,2.0,45.73,3.606,1534291200,64.069,1.429,1.355,1597641984,0.15253,7.751,1.182,12383301632,USD,,224464473,4.93,9.275863,485821632,7635.0,,,0.17497998,1582014000,0.04407,0.86917996,Steel,,,1514678400,1206921600,2/1,,1,86400,,,1530316800,1047990976,1577750400,13,922134016,0.12337,6.0,0.69,2,2.8692434,,0.10005,0.10005,1.88,buy,2.1,0.11396,0.3093,0.293,44.173,,Basic Materials,4.0,234786000,0.0306,7181788,1531440000,7154276,0.0305,3.75,61.0,44.0,53.77,55.0,,,810444992,3.452,2370393088,10474261504,4.391,,
STM,0.15419245,0.18035269,,,1.0,1.124487,,3.0,6.198,,5.0,20.69,2.358,1534291200,30.35,0.706,0.728,2028000000,0.22293,8.946,1.994,18142779392,USD,,650246070,1.49,13.885906,-165375008,45468.0,,,0.37859002,3069000000,0.0,0.04855,Semiconductors,,,1514678400,957830400,3/1,,1,86400,,,1530316800,460000000,1577750400,6,2131000064,0.14499,4.0,0.31,2,3.3381736,,0.05057,0.05057,1.467,buy,2.5,0.08772001,0.088690005,0.18,10.207,,Technology,7.0,901353984,0.0058999998,5331826,1531440000,5091039,,1.8,30.0,22.0,26.53,27.1,,,2127000064,2.36,1716000000,9096999936,0.513,,
TRIP,0.20808077,0.18035269,,,1.0,1.271535,,10.0,9.795,,9.0,54.31,1.648,1534291200,,0.211,0.185,169000000,0.10757,39.792,4.281,6724794880,USD,,106032448,1.59,34.157234,161875008,3250.0,,,0.94971,1484000000,0.16911,0.99735,Leisure,,,1514678400,,,,1,86400,,,1530316800,-23000000,1577750400,22,243000000,0.077659994,10.0,2.47,2,5.544666,,-0.01464,-0.01464,1.55,hold,3.1,0.03193,-0.017029999,0.021,11.326,,Consumer Cyclical,10.0,124747000,0.1046,14387126,1531440000,15027422,0.1373,6.48,68.0,31.0,48.5,49.0,,,678000000,4.929,0,1571000064,-0.168,,
TRN,0.23569715,0.18035269,,,1.0,2.22483,,4.0,29.252,,3.0,35.84,2.74,1534291200,69.14,0.303,0.254,742200000,0.20313999,11.136,2.262,8265176064,USD,,123573840,1.94,18.474226,-140287504,15605.0,,,0.24505,917300000,0.01828,0.86124,Railroads,,,1514678400,1403222400,2/1,,1,86400,,,1530316800,694700032,1577750400,8,773800000,0.120620005,1.0,2.23,2,1.2252153,,0.19424999,0.19424999,1.606,buy,1.9,0.029289998,0.15918,0.041,24.77,,Industrials,1.0,147715008,0.0358,5289283,1531440000,5335843,0.0419,3.39,53.0,40.0,45.75,45.5,,,640400000,4.335,3227300096,3653600000,4.581,,
TRXC,4.8265305,0.18035269,,,2.0,2.461947,,5.0,0.798,,9.0,5.8,7.393,1534291200,11.436,,,-48850000,0.0,-22.556,74.77,1101881216,USD,,183869324,-0.24,-24.166668,-21672124,119.0,,,0.27339,,0.15946001,0.29995,Medical Instruments & Supplies,,,1514678400,1396396800,1/5,,1,86400,,,1530316800,-149799008,1577750400,3,-33470000,-4.17833,6.0,,2,7.268171,,0.0,0.0,6.256,buy,2.4,-0.17959,-1.03474,3.033,0.079,,Healthcare,2.0,208968992,0.1565,32705941,1531440000,31370262,0.17940001,5.41,6.0,4.0,5.17,5.5,,,97743000,0.468,18952000,14737000,-0.804,,
TSCO,0.45655096,0.18035269,,,1.0,1.258344,,2.0,11.543,,5.0,88.28,1.923,1534291200,40.949,0.352,0.29,871758976,0.115150005,12.662,1.458,11038162944,USD,,121184691,4.59,19.233114,312540256,28000.0,,,0.34370998,2491965000,0.0053600003,0.83884,Specialty Retail,,,1514592000,1380240000,2/1,,1,86400,,,1530316800,480360992,1577664000,23,677955968,0.0925,3.0,1.51,2,7.647925,,0.06345,0.06345,0.082,buy,2.4,0.1488,0.34452,0.097,60.752,,Consumer Cyclical,5.0,121805000,0.045900002,5586328,1531440000,5379489,0.0499,3.64,95.0,67.0,83.7,82.0,,,72487000,0.595,575763008,7570692096,3.842,,
TTGT,1.320116,0.18035269,,,2.0,0.736723,,7.0,4.667,,6.0,23.99,3.091,1534291200,21.18,2.028,2.248,21712000,0.18544,30.151,5.591,654645312,USD,,19574061,0.77,31.155844,11483750,622.0,,,0.75946,80220000,0.35153,0.58945,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,11985000,1577750400,3,22832000,0.146,6.0,2.18,2,5.1403475,,0.10236,0.10236,2.919,hold,2.7,0.06221,0.09641,0.18,4.248,,Technology,7.0,27580800,0.0313,864114,1531440000,806802,0.043,1.41,32.0,27.0,30.33,32.0,,,34275000,1.243,27258000,117086000,0.42,,
TTPH,-0.4963181,0.18035269,,,2.0,3.499691,,3.0,2.095,,8.0,3.54,10.977,1534291200,,,,-85558000,0.0,-0.813,3.468,69574360,USD,,52571034,-1.17,-3.0256412,-52361624,78.0,,,-2.9744298,-92040000,0.00565,0.44966,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-84602000,1577750400,6,-83053000,-4.28753,5.0,-0.02,2,1.6897374,,0.0,0.0,10.427,buy,2.0,-0.43093,-0.77706003,6.301,0.397,,Healthcare,7.0,52858600,0.0322,1701588,1531440000,2293642,0.033299997,2.07,10.0,6.0,7.33,7.0,,,111202000,2.104,0,20064000,-1.672,,
TTWO,0.38675463,0.18035269,,,2.0,1.512659,,5.0,16.4,,1.0,133.56,1.491,1534291200,0.282,0.113,0.189,232372000,0.13182999,61.424,8.097,14273113088,USD,,112442930,5.1,26.188236,89179624,4492.0,,,0.52644,895641000,0.011510001,0.94819,Electronic Gaming & Multimedia,,,1522454400,1113264000,3/2,,1,86400,,,1530316800,185379008,1585612800,20,332873984,0.093760006,1.0,1.07,2,8.143903,,0.10493,0.10493,0.965,buy,1.8,0.03095,0.12531,-0.072,15.706,,Technology,2.0,113828000,0.025899999,2950638,1531440000,3296300,0.0291,1.3,156.0,96.0,137.6,142.5,,,1102259968,9.76,5232000,1762658048,1.6,,
TUP,-0.43832558,0.18035269,,,2.0,1.542687,,3.0,-3.508,,3.0,32.52,0.908,1534291200,,,,399150016,0.18093,6.017,1.089,2401532672,USD,,49554171,4.59,7.084967,197787504,12000.0,,,0.66796994,1511200000,0.00909,0.90653,Packaging & Containers,,,1514592000,,,,1,86400,,,1530316800,-195600000,1577664000,5,164000000,0.15693,2.0,0.64,2,,,-0.08866,-0.08866,0.42,hold,3.0,0.14431,-6.7216496,-0.065,43.369,,Consumer Cyclical,1.0,50022400,0.0686,3433300,1531440000,4040356,0.0808,3.32,60.0,35.0,43.8,39.0,,,98000000,1.959,861800000,2206099968,-3.845,,
TWLO,1.7253833,0.18035269,,,2.0,-0.278,,9.0,4.414,,9.0,80.66,7.197,1534291200,98.47,,,-77713000,-0.15774,-95.52,15.068,7423178240,USD,,73525142,0.15,537.73334,32002376,1119.0,,,0.53151,216125000,0.02854,0.73682,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-90107000,1577750400,14,20014000,-0.18062,10.0,133.32,2,18.273676,,-0.18290001,-0.18290001,7.019,buy,1.6,-0.07812,-0.22875999,0.541,5.234,,Technology,10.0,76857104,0.0521,5077144,1531440000,5369935,0.0712,1.87,90.0,33.36,76.88,82.0,,,794646016,8.155,423099008,492648000,-0.957,,
TXT,0.42443538,0.18035269,,,1.0,1.424049,,6.0,21.542,,3.0,69.03,2.27,1534291200,72.51,0.526,0.464,1572999936,0.10831001,13.076,1.416,20568258560,USD,,247514068,3.72,18.556452,584000000,37000.0,,,0.17118,2374000000,0.00207,0.83352,Aerospace & Defense,,,1514592000,1188172800,2/1,,1,86400,,,1530316800,466000000,1577664000,12,1106000000,0.07767,3.0,1.5,2,3.2044377,,0.03209,0.03209,0.77,buy,1.9,0.046479996,0.08439,0.034,55.734,,Industrials,4.0,248411008,0.0299,7421249,1531440000,5261471,0.033,3.92,82.0,70.0,74.92,75.0,,,554000000,2.23,3888000000,14522999808,1.768,,
TXT,0.42443538,0.18035269,,,1.0,1.424049,,6.0,21.542,,3.0,69.03,2.27,1534291200,72.51,0.526,0.464,1572999936,0.10831001,13.076,1.416,20568258560,USD,,247514068,3.72,18.556452,584000000,37000.0,,,0.17118,2374000000,0.00207,0.83352,Aerospace & Defense,,,1514592000,1188172800,2/1,,1,86400,,,1530316800,466000000,1577664000,12,1106000000,0.07767,3.0,1.5,2,3.2044377,,0.03209,0.03209,0.77,buy,1.9,0.046479996,0.08439,0.034,55.734,,Industrials,4.0,248411008,0.0299,7421249,1531440000,5261471,0.033,3.92,82.0,70.0,74.92,75.0,,,554000000,2.23,3888000000,14522999808,1.768,,
TXT,0.42443538,0.18035269,,,1.0,1.424049,,6.0,21.542,,3.0,69.03,2.27,1534291200,72.51,0.526,0.464,1572999936,0.10831001,13.076,1.416,20568258560,USD,,247514068,3.72,18.556452,584000000,37000.0,,,0.17118,2374000000,0.00207,0.83352,Aerospace & Defense,,,1514592000,1188172800,2/1,,1,86400,,,1530316800,466000000,1577664000,12,1106000000,0.07767,3.0,1.5,2,3.2044377,,0.03209,0.03209,0.77,buy,1.9,0.046479996,0.08439,0.034,55.734,,Industrials,4.0,248411008,0.0299,7421249,1531440000,5261471,0.033,3.92,82.0,70.0,74.92,75.0,,,554000000,2.23,3888000000,14522999808,1.768,,
TXT,0.42443538,0.18035269,,,1.0,1.424049,,6.0,21.542,,3.0,69.03,2.27,1534291200,72.51,0.526,0.464,1572999936,0.10831001,13.076,1.416,20568258560,USD,,247514068,3.72,18.556452,584000000,37000.0,,,0.17118,2374000000,0.00207,0.83352,Aerospace & Defense,,,1514592000,1188172800,2/1,,1,86400,,,1530316800,466000000,1577664000,12,1106000000,0.07767,3.0,1.5,2,3.2044377,,0.03209,0.03209,0.77,buy,1.9,0.046479996,0.08439,0.034,55.734,,Industrials,4.0,248411008,0.0299,7421249,1531440000,5261471,0.033,3.92,82.0,70.0,74.92,75.0,,,554000000,2.23,3888000000,14522999808,1.768,,
TXT,0.42443538,0.18035269,,,1.0,1.424049,,6.0,21.542,,3.0,69.03,2.27,1534291200,72.51,0.526,0.464,1572999936,0.10831001,13.076,1.416,20568258560,USD,,247514068,3.72,18.556452,584000000,37000.0,,,0.17118,2374000000,0.00207,0.83352,Aerospace & Defense,,,1514592000,1188172800,2/1,,1,86400,,,1530316800,466000000,1577664000,12,1106000000,0.07767,3.0,1.5,2,3.2044377,,0.03209,0.03209,0.77,buy,1.9,0.046479996,0.08439,0.034,55.734,,Industrials,4.0,248411008,0.0299,7421249,1531440000,5261471,0.033,3.92,82.0,70.0,74.92,75.0,,,554000000,2.23,3888000000,14522999808,1.768,,
UA,0.21895015,0.18035269,,,1.0,-0.445,,10.0,4.325,,6.0,18.97,1.914,1534291200,40.51,,,328968992,0.06418,27.523,1.766,9054137344,USD,,372360896,0.34,55.794113,265144752,6900.0,,,0.44834998,2243800000,0.15526,0.66977,Apparel Manufacturing,,,1514678400,1466380800,1/1,,1,86400,,,1530316800,-159467008,1577750400,2,440816992,0.02874,10.0,19.04,2,4.386127,,-0.03111,-0.03111,0.692,hold,3.0,0.02264,-0.080790006,0.077,11.578,,Consumer Cyclical,10.0,224424000,0.0419,21076343,1531440000,23643844,,6.78,16.0,10.0,13.0,13.0,,,196879008,0.442,779369984,5125746176,-0.36,,
ULTA,0.0916034,0.18035269,,,1.0,0.820028,,1.0,29.549,,7.0,260.0,2.419,1534291200,,0.317,0.282,1065753984,0.17433001,13.21,2.303,14078222336,USD,,57263637,12.78,20.344288,378556992,13700.0,,,0.35685003,2096809000,0.05278,0.92653,Specialty Retail,,,1517616000,,,,1,86400,,,1525478400,591406976,1580688000,23,880884992,0.13196,7.0,1.06,2,8.798944,,0.09674,0.09674,0.764,buy,2.1,0.17599002,0.34534,0.174,99.918,,Consumer Cyclical,9.0,60180000,0.0345,2076092,1531440000,2272440,0.036199998,3.04,303.0,225.0,269.43,272.0,,,469079008,7.795,0,6113293824,9.608,,
UNH,0.34659588,0.18035269,,,1.0,0.757217,,5.0,50.201,,2.0,268.46,0.706,1534291200,66.617,0.284,0.279,18108000256,0.084750004,15.233,1.291,275842236416,USD,,956169162,14.39,18.65601,16272374784,260000.0,,,0.23756,47011000000,0.01617,0.88192004,Health Care Plans,,,1514678400,1117497600,2/1,,1,86400,,,1530316800,11859999744,1577750400,20,17344999424,0.07639,1.0,1.37,2,5.347702,,0.05551,0.05551,0.637,strong_buy,1.5,0.069699995,0.24525999,0.121,221.177,,Healthcare,2.0,962473024,0.0064,6141661,1531440000,6410144,0.0064,2.66,310.0,265.0,284.5,283.0,,,21859999744,22.712,35055001600,213656993792,12.013,,
UNIT,0.09238851,0.18035269,,,1.0,0.721074,,3.0,-8.412,,2.0,20.82,1.159,1534291200,,,,786702976,0.79804003,10.731,8.564,8442104320,USD,,174943834,0.21,99.14286,162879008,654.0,,,0.88707,808051000,0.0041,0.73383003,REIT - Industrial,,,1514678400,,,,1,86400,,,1530316800,17046000,1577750400,10,439831008,0.33161,4.0,22.38,2,,,0.02508,0.02508,1.159,buy,2.5,0.04733,,0.161,5.635,,Real Estate,8.0,175687008,0.0853,14977295,1531440000,16460968,0.0911,5.89,28.0,15.0,22.25,23.25,,,133166000,0.758,4736681984,985790016,0.069,,
UNM,-0.22740656,0.18035269,,,1.0,1.412823,,1.0,43.197,,1.0,36.88,8.481,1534291200,33.928,0.206,0.165,1670300032,0.1459,5.814,0.848,9711206400,USD,,217891712,5.42,6.804428,505300000,9400.0,,,0.2887,3271200000,0.0043599997,0.97063005,Insurance - Life,,,1514678400,865296000,2/1,,1,86400,,,1530316800,1078200064,1577750400,12,1196300032,0.13721,2.0,0.8,2,0.85376304,,0.09418,0.09418,3.138,hold,2.9,0.01561,0.114930004,0.024,51.351,,Financial Services,7.0,218704992,0.0255,5577656,1531440000,4482043,0.028499998,3.24,55.0,37.0,45.5,44.0,,,1533400064,7.011,3204999936,11448200192,4.82,,
UNP,0.43823254,0.18035269,,,1.0,0.864857,,6.0,26.924,,10.0,150.62,1.028,1534291200,114.586,0.366,0.292,10547999744,0.47934,12.576,6.028,132649549824,USD,,738547896,8.8,17.115908,3497250048,41925.0,,,0.52402,11200000000,0.00265,0.82958,Railroads,,,1514678400,1402272000,2/1,,1,86400,,,1530316800,11290999808,1577750400,25,7804000256,0.38169,7.0,1.07,2,5.594265,,0.51311,0.51311,0.761,buy,2.3,0.09116,0.57135,0.08,28.259,,Industrials,1.0,739494016,0.027,19996327,1531440000,23724177,0.025799999,5.42,170.0,119.0,155.8,159.0,,,1694000000,2.291,22812999680,22005000192,14.436,,
UPS,0.07838833,0.18035269,,,1.0,0.982327,,5.0,2.704,,4.0,122.88,1.208,1534291200,966.511,0.082,0.073,9735000064,0.14107999,12.692,1.791,123552350208,USD,,693317395,7.93,15.495586,1641624960,238830.0,,,0.21761999,14850000000,8.9999994e-05,0.69254994,Integrated Shipping & Logistics,,,1514678400,,,,1,86400,,,1530316800,5190000128,1577750400,21,6057999872,0.10769,10.0,1.49,2,45.443787,,0.07521,0.07521,1.119,buy,2.5,0.10935,2.8595002,0.096,79.544,,Industrials,10.0,693388992,0.011,9441804,1531440000,9180293,0.0137,3.83,144.0,92.0,127.38,128.0,,,4940000256,5.742,22770999296,69004001280,5.949,,
VEEV,0.7608992,0.18035269,,,2.0,1.081303,,3.0,7.307,,9.0,104.36,3.911,1534291200,,0.28,0.329,184987008,0.24239999,74.887,18.152,13853118464,USD,,120409075,1.72,60.67442,187678496,2171.0,,,0.6966,474132000,0.00787,0.91528,Health Information Services,,,1517356800,,,,1,86400,,,1532995200,160964000,1580428800,13,271068000,0.22358999,9.0,3.57,2,14.282195,,0.21091999,0.21091999,3.859,buy,1.9,0.08886,0.17718,0.258,5.364,,Technology,10.0,120613000,0.0274,3928090,1531440000,3939650,0.037,5.37,105.0,83.0,96.46,99.0,,,1010425024,7.029,0,763160000,1.041,,
VMW,0.4443407,0.18035269,,,1.0,0.391095,,6.0,25.476,,4.0,153.26,3.012,1534291200,40.781,0.926,0.928,2262000128,0.26906002,23.885,6.426,54026752000,USD,,74898008,6.61,23.18608,,20615.0,,,0.85928,6781000000,0.58001,1.07741,Software - Infrastructure,,,1517529600,,,,1,86400,,,1533254400,1506000000,1580601600,20,3695000064,0.22469,9.0,2.19,2,6.0158577,,0.17914,0.17914,2.965,buy,2.3,,,0.144,20.73,,Technology,10.0,107919000,0.0216,8811932,1531440000,11245477,0.1173,8.98,190.0,115.0,163.75,172.0,,,13299999744,32.605,4238000128,8407000064,3.656,,
VMW,0.4443407,0.18035269,,,1.0,0.391095,,6.0,25.476,,4.0,153.26,3.012,1534291200,40.781,0.926,0.928,2262000128,0.26906002,23.885,6.426,54026752000,USD,,74898008,6.61,23.18608,,20615.0,,,0.85928,6781000000,0.58001,1.07741,Software - Infrastructure,,,1517529600,,,,1,86400,,,1533254400,1506000000,1580601600,20,3695000064,0.22469,9.0,2.19,2,6.0158577,,0.17914,0.17914,2.965,buy,2.3,,,0.144,20.73,,Technology,10.0,107919000,0.0216,8811932,1531440000,11245477,0.1173,8.98,190.0,115.0,163.75,172.0,,,13299999744,32.605,4238000128,8407000064,3.656,,
VMW,0.4443407,0.18035269,,,1.0,0.391095,,6.0,25.476,,4.0,153.26,3.012,1534291200,40.781,0.926,0.928,2262000128,0.26906002,23.885,6.426,54026752000,USD,,74898008,6.61,23.18608,,20615.0,,,0.85928,6781000000,0.58001,1.07741,Software - Infrastructure,,,1517529600,,,,1,86400,,,1533254400,1506000000,1580601600,20,3695000064,0.22469,9.0,2.19,2,6.0158577,,0.17914,0.17914,2.965,buy,2.3,,,0.144,20.73,,Technology,10.0,107919000,0.0216,8811932,1531440000,11245477,0.1173,8.98,190.0,115.0,163.75,172.0,,,13299999744,32.605,4238000128,8407000064,3.656,,
VNET,0.81749046,0.18035269,,,,2.017777,,,6.799,,,9.75,2.38,1534291200,60.797,,,97093648,0.19469,12.533,2.44,1216879360,CNY,,64065641,0.14,69.64286,202375264,2267.0,,,0.25825,758410000,0.00112,0.51181,Information Technology Services,,,1514678400,,,,1,86400,,,1530316800,-118467128,1577750400,1,75128584,0.02084,,81.76,2,1.4340345,,-0.1943,-0.1943,1.649,buy,2.0,0.00391,-0.12655,-0.057,4.449,,Technology,,111881000,0.0044,598730,1531440000,700683,,0.96,14.94,14.94,14.94,14.94,,,360018528,3.2,478787392,498701504,-1.057,,
