,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
IDCC,0.1703651,0.18035269,,,1.0,0.879397,,1.0,29.317,,3.0,82.6,9.357,1534291200,28.174,-0.795,-0.796,290044992,0.63104,7.078,4.467,2052975104,USD,,34286123,1.3,63.538464,271935488,350.0,,,0.751,421781000,0.01402,0.77739,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,128669000,1577750400,4,328440000,0.50565,1.0,3.49,2,2.817478,,0.27994,0.27994,9.186,strong_buy,1.5,0.084,0.13562,-0.488,13.248,,Communication Services,3.0,34811400,0.044499997,1548806,1531440000,1377663,0.0529,6.82,104.0,87.0,97.5,99.5,,,1100561024,31.615,291947008,459628000,3.618,,
IDCC,0.1703651,0.18035269,,,1.0,0.879397,,1.0,29.317,,3.0,82.6,9.357,1534291200,28.174,-0.795,-0.796,290044992,0.63104,7.078,4.467,2052975104,USD,,34286123,1.3,63.538464,271935488,350.0,,,0.751,421781000,0.01402,0.77739,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,128669000,1577750400,4,328440000,0.50565,1.0,3.49,2,2.817478,,0.27994,0.27994,9.186,strong_buy,1.5,0.084,0.13562,-0.488,13.248,,Communication Services,3.0,34811400,0.044499997,1548806,1531440000,1377663,0.0529,6.82,104.0,87.0,97.5,99.5,,,1100561024,31.615,291947008,459628000,3.618,,
IDCC,0.1703651,0.18035269,,,1.0,0.879397,,1.0,29.317,,3.0,82.6,9.357,1534291200,28.174,-0.795,-0.796,290044992,0.63104,7.078,4.467,2052975104,USD,,34286123,1.3,63.538464,271935488,350.0,,,0.751,421781000,0.01402,0.77739,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,128669000,1577750400,4,328440000,0.50565,1.0,3.49,2,2.817478,,0.27994,0.27994,9.186,strong_buy,1.5,0.084,0.13562,-0.488,13.248,,Communication Services,3.0,34811400,0.044499997,1548806,1531440000,1377663,0.0529,6.82,104.0,87.0,97.5,99.5,,,1100561024,31.615,291947008,459628000,3.618,,
IDCC,0.1703651,0.18035269,,,1.0,0.879397,,1.0,29.317,,3.0,82.6,9.357,1534291200,28.174,-0.795,-0.796,290044992,0.63104,7.078,4.467,2052975104,USD,,34286123,1.3,63.538464,271935488,350.0,,,0.751,421781000,0.01402,0.77739,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,128669000,1577750400,4,328440000,0.50565,1.0,3.49,2,2.817478,,0.27994,0.27994,9.186,strong_buy,1.5,0.084,0.13562,-0.488,13.248,,Communication Services,3.0,34811400,0.044499997,1548806,1531440000,1377663,0.0529,6.82,104.0,87.0,97.5,99.5,,,1100561024,31.615,291947008,459628000,3.618,,
IDCC,0.1703651,0.18035269,,,1.0,0.879397,,1.0,29.317,,3.0,82.6,9.357,1534291200,28.174,-0.795,-0.796,290044992,0.63104,7.078,4.467,2052975104,USD,,34286123,1.3,63.538464,271935488,350.0,,,0.751,421781000,0.01402,0.77739,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,128669000,1577750400,4,328440000,0.50565,1.0,3.49,2,2.817478,,0.27994,0.27994,9.186,strong_buy,1.5,0.084,0.13562,-0.488,13.248,,Communication Services,3.0,34811400,0.044499997,1548806,1531440000,1377663,0.0529,6.82,104.0,87.0,97.5,99.5,,,1100561024,31.615,291947008,459628000,3.618,,
IDTI,0.5233494,0.18035269,,,2.0,1.433005,,1.0,4.863,,1.0,42.49,5.661,1534291200,78.652,0.917,0.838,214750000,0.24555,23.489,5.768,5044210688,USD,,128280676,2.09,20.330145,155466496,1821.0,,,0.59773,496184000,0.00791,1.06088,Semiconductors,,,1522540800,811382400,2/1,,1,86400,,,1530403200,1870000,1585699200,11,241496000,0.17029,2.0,1.44,2,8.737406,,0.00214,0.00214,4.851,buy,2.2,0.06978,0.00266,0.162,6.64,,Technology,6.0,129348000,0.0435,5620647,1531440000,7192435,0.0478,4.93,42.0,32.0,38.5,39.0,,,346259008,2.677,495948992,874566976,0.014,,
IEP,0.49817562,0.18035269,,,,1.756528,,,30.984,,,76.81,1.46,1534291200,63.303,-0.821,-0.801,2668000000,0.12805,10.503,1.345,28020699136,USD,,15792293,2.85,26.950878,-2588124928,89034.0,,,0.20733,3490000000,3.0000001e-05,0.9901,Conglomerates,,,1514678400,1352764800,10059/10000,,1,86400,,,1530316800,1227000064,1577750400,1,-985000000,0.080340005,,,2,2.4790213,,0.06311,0.06311,0.211,buy,2.5,0.033350002,0.16964,0.216,121.14,,Industrials,,182191008,0.0044,795376,1531440000,739025,0.0508,6.39,53.0,53.0,53.0,53.0,,,875000000,4.803,7880000000,20835999744,7.645,,
IGT,0.02878046,0.18035269,,,,1.509815,,,13.307,,,21.04,1.008,1534291200,298.143,,,1487426944,0.29891002,7.957,2.378,11835035648,USD,,98640024,1.79,11.75419,795907392,12000.0,,,0.37897998,1806445000,0.51473,0.49303,Gambling,,,1514678400,1057190400,4/1,,1,86400,,,1530316800,-665534976,1577750400,6,482153984,0.15711,,0.62,2,1.5811228,,-0.13374,-0.13374,0.591,buy,1.7,0.03428,-0.17483,-0.014,24.429,,Consumer Cyclical,,203904992,0.040599998,8273900,1531440000,5715822,0.0854,2.44,35.0,24.0,31.5,34.0,,,568196992,2.784,8098383872,4976164864,-3.267,,
ILMN,0.70355177,0.18035269,,,1.0,1.118981,,9.0,22.156,,9.0,354.83,2.742,1534291200,37.78,0.621,0.633,1019000000,0.32839,50.088,16.448,51039469568,USD,,146367900,6.12,57.978756,388500000,6200.0,,,0.69997,1883000000,0.00488,0.91826,Diagnostics & Research,,,1514678400,1222128000,2/1,,1,86400,,,1530403200,648000000,1577750400,15,1079000064,0.27554,9.0,3.07,2,16.015074,,0.20883,0.20883,2.389,buy,1.9,0.0998,0.19079,0.254,21.181,,Healthcare,6.0,147000000,0.0154,2259185,1531440000,2183298,0.0176,2.12,370.0,315.0,335.07,331.0,,,2512000000,17.088,1348000000,3103000064,4.398,,
IMMU,1.1442704,0.18035269,,,2.0,3.762734,,10.0,2.144,,10.0,26.76,14.824,1534291200,4.944,,,-139750016,0.0,-30.337,1966.442,4239640576,USD,,152651095,-0.86,-31.11628,-191349936,185.0,,,0.0,-97740469,0.080579996,0.83729,Biotechnology,,,1530316800,,,,1,86400,,,1530316800,-273836896,1593475200,4,-133950888,-65.420944,9.0,,2,12.481343,,0.0,0.0,14.606,strong_buy,1.5,-0.21326,-1.6100501,-0.399,0.014,,Healthcare,1.0,186832000,0.096499994,18028374,1531440000,20165241,0.1433,11.48,55.0,30.0,36.5,30.5,,,638801728,3.419,19762808,2155996,-1.784,,
INFN,0.08894241,0.18035269,,,1.0,-0.056718,,2.0,4.168,,1.0,8.95,2.222,1534291200,,,,-49321000,-0.0617,-25.627,1.581,1263924992,USD,,149242133,0.22,40.681816,9604125,2070.0,,,0.37629002,263187000,0.0239,0.82461,Communication Equipment,,,1514592000,,,,1,86400,,,1530316800,-159434000,1577664000,12,-29025000,-0.14293,1.0,-5.03,2,2.1473126,,-0.19947,-0.19947,1.121,hold,2.6,-0.066929996,-0.2319,0.178,5.322,,Technology,3.0,152990000,0.0806,12326770,1531440000,12905390,0.098400004,4.83,14.0,7.75,11.1,11.75,,,122168000,0.799,0,799304000,-1.065,,
INFY,0.396587,0.18035269,,,1.0,0.204825,,3.0,4.078,,1.0,20.77,2.932,1534291200,,0.038,-0.013,2976999936,0.26774,13.79,3.692,41051459584,USD,,1842467616,1.13,18.380531,1274125056,204107.0,,,0.34796003,3811000000,0.0,0.18704,Information Technology Services,,,1522454400,1435190400,2/1,,1,86400,,,1530316800,2479000064,1585612800,12,2244000000,0.24219999,1.0,2.19,2,5.093183,,0.22295,0.22295,2.57,hold,2.9,0.13693,0.25463,0.068,4.992,,Technology,1.0,2173339904,0.033099998,67252311,1531440000,65550536,,15.67,22.37,14.0,18.62,18.75,,,3415000064,1.571,0,11118999552,1.112,,
INO,-0.1290878,0.18035269,,,2.0,1.708671,,8.0,1.218,,8.0,5.26,3.585,1534291200,,,,-86827184,-2.32095,-4.169,9.676,361985440,USD,,85733449,-1.01,-5.207921,-36800480,278.0,,,-1.598,-56352532,0.06305,0.32472,Biotechnology,,,1514678400,1402012800,1/4,,1,86400,,,1530316800,-94630704,1577750400,5,-62860216,-2.4331,7.0,,2,4.318555,,-2.52954,-2.52954,3.459,buy,1.8,-0.36968,-0.80529,0.198,0.417,,Healthcare,3.0,91496800,0.0991,9063151,1531440000,9655722,0.1067,13.94,13.0,8.0,11.2,12.0,,,95595008,1.045,0,37410184,-1.061,,
INSG,1.3851852,0.18035269,,,,1.274804,,,-1.081,,,3.13,0.914,1534291200,,,,6535000,0.03271,53.63,1.754,350471200,USD,,57740740,0.06,52.166668,25480376,927.0,,,0.32935002,67066000,0.18986,0.405,Communication Equipment,,,1514678400,1035849600,1/15,,1,86400,,,1530316800,-32321000,1577750400,3,-794000,-0.032509997,,-2.68,2,,,-0.16178,-0.16178,0.629,buy,2.3,-0.02671,,-0.181,3.307,,Technology,,72412200,0.060500003,4380189,1531440000,4295804,0.0922,15.64,3.0,2.25,2.75,3.0,,,18836000,0.26,136219008,199784992,-0.535,,
INSY,0.15226781,0.18035269,,,10.0,2.221596,,5.0,0.332,,9.0,9.35,0.774,1534291200,,,,-79181000,-0.72290003,-6.139,4.438,486086208,USD,,26870705,-0.38,-24.605265,100942872,303.0,,,0.83672994,120050000,0.63821,0.21806,Biotechnology,,,1514678400,1433721600,2/1,,1,86400,,,1530316800,-261027008,1577750400,5,-73476000,-0.79046,10.0,-0.45,2,28.162653,,-2.38311,-2.38311,0.62,buy,2.0,-0.18895,-1.7939,-0.449,1.497,,Healthcare,9.0,74244896,0.1234,9161395,1531440000,9851441,0.3462,18.61,16.0,4.0,9.6,9.0,,,104903000,1.413,0,109532000,-3.581,,
INTC,0.37749863,0.18035269,,,2.0,0.862937,,6.0,15.191,,7.0,48.43,1.571,1534291200,40.176,0.81,0.783,28971999232,0.43745,8.227,3.599,238351646720,USD,,4609247820,4.29,11.289044,6632000000,104200.0,,,0.61933,39124000000,0.00043000001,0.68587,Semiconductors,,,1514592000,965001600,2/1,,1,86400,,,1530316800,13288999936,1577664000,31,27202000896,0.30891,5.0,1.14,2,3.188072,,0.20065,0.20065,0.96,hold,2.6,0.10309,0.19166,0.149,14.173,,Technology,3.0,4610999808,0.0174,80130799,1531440000,83311747,0.0171,3.21,70.0,42.0,56.06,57.0,,,12225000448,2.651,28142000128,66230001664,2.773,,
INTU,0.54465175,0.18035269,,,1.0,1.134051,,3.0,9.124,,6.0,219.47,1.136,1534291200,18.607,1.0,1.042,1735000064,0.29091,31.774,9.244,55128539136,USD,,247236240,7.29,30.105625,1556125056,,,,0.83870006,5002000000,0.04689,0.90487,Software - Application,,,1532995200,1152230400,2/1,,1,86400,,,1532995200,1211000064,1596153600,16,2112000000,0.25101,2.0,2.01,2,24.054144,,0.20305,0.20305,0.876,buy,2.3,0.20238,0.65318,0.173,23.297,,Technology,2.0,256588000,0.0111,2848799,1531440000,2847957,0.0117,2.63,250.0,154.0,216.5,228.0,,,1716000000,6.651,438000000,5964000256,4.64,,
IRBT,0.2110579,0.18035269,,,1.0,1.144513,,2.0,16.716,,4.0,113.5,2.886,1534291200,,0.37,0.325,118570000,0.121520005,25.722,3.126,3049848576,USD,,26762276,3.15,36.031746,12727500,982.0,,,0.5213,445797000,0.02628,1.06239,Consumer Electronics,,,1514592000,,,,1,86400,,,1530316800,57574000,1577664000,5,69844000,0.08786,2.0,2.63,2,6.789902,,0.05901,0.05901,1.677,buy,2.5,0.09387,0.13028,0.236,35.088,,Technology,3.0,27406000,0.39049998,10701688,1531440000,10629919,0.5252,10.72,118.0,80.0,95.2,90.0,,,127334000,4.646,0,975681024,1.999,,
IRDM,0.8796295,0.18035269,,,2.0,1.989126,,1.0,14.508,,2.0,20.25,2.178,1534291200,126.61,,,237430000,0.48844,16.454,8.037,3906597888,USD,,96076738,-0.36,-56.249996,-339975264,414.0,,,0.71616,323205000,0.13912,0.94035006,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,164336992,1577750400,4,280843008,0.19896999,1.0,-11.28,2,1.3957816,,0.36655998,0.36655998,1.979,buy,2.2,0.0154,0.118030004,0.209,4.757,,Communication Services,3.0,110753000,0.1512,16751343,1531440000,17714323,0.2044,15.26,22.0,14.75,19.69,21.0,,,375944000,3.394,2034264960,486095008,1.44,,
IRM,-0.09125382,0.18035269,,,1.0,0.388063,,1.0,7.186,,4.0,36.1,0.977,1534291200,375.587,0.117,0.188,1375809024,0.33885,13.362,4.528,18384187392,USD,,279793347,1.22,29.590162,369551360,24000.0,,,0.57271,2180753000,0.033859998,0.94341004,Business Services,,,1514678400,1411689600,1082/1000,,1,86400,,,1530316800,189900992,1577750400,8,794620032,0.19117,2.0,1.01,2,5.023657,,0.0456,0.0456,0.829,buy,2.5,0.04486,0.092810005,0.117,14.674,,Industrials,5.0,286145984,0.0864,24737142,1531440000,22643620,0.12020001,12.11,43.0,25.0,37.5,39.0,,,188192000,0.658,8085578752,4060176896,0.665,,
ITUB,-0.23129773,0.18035269,,,2.0,1.655231,,4.0,5.136,,10.0,10.42,,1534291200,,-0.089,-0.093,,0.0,,3.102,72337670144,BRL,,3507652056,1.19,8.756302,,99914.0,,,0.0,92810000000,0.00179,0.25801,Banks - Regional - Latin America,,,1514678400,1476748800,110/100,,1,86400,,,1530316800,6222467072,1577750400,5,-46960963584,0.35643002,8.0,0.78,2,2.0288162,,0.26681998,0.26681998,,hold,2.7,0.017,0.17233999,-0.205,3.594,,Financial Services,8.0,6475509760,0.003,19222828,1531440000,14861882,,1.43,16.6,10.6,13.2,12.8,,,146754715648,22.663,150083125248,23320958976,0.953,,
ITW,0.015463591,0.18035269,,,1.0,1.261135,,5.0,11.287,,5.0,138.88,1.725,1534291200,195.855,0.166,0.135,4035000064,0.27229,12.952,3.527,52260507648,USD,,332039690,8.24,16.85437,1878125056,50000.0,,,0.41757,6005000000,0.00217,0.78261,Diversified Industrials,,,1514678400,1148601600,2/1,,1,86400,,,1530316800,1882000000,1577750400,16,2632999936,0.24091,2.0,1.48,2,12.304421,,0.127,0.127,1.27,hold,2.7,0.14191,0.43962002,0.064,43.502,,Industrials,2.0,335352992,0.010299999,3470390,1531440000,3136605,0.011,1.86,175.0,141.0,152.38,148.0,,,1628000000,4.855,7418999808,14819000320,5.478,,
IVC,0.12408757,0.18035269,,,2.0,1.895552,,4.0,11.59,,3.0,15.2,2.099,1534291200,64.646,,,-5565000,-0.00565,-114.724,0.649,638438656,USD,,31825479,-0.23,-66.08695,-1513750,4200.0,,,0.27725,269251000,0.02398,1.4111099,Medical Devices,,,1514678400,813888000,2/1,,1,86400,,,1530316800,-66904000,1577750400,4,-22404000,-0.02091,7.0,-1.21,2,1.3114754,,-0.06796,-0.06796,1.329,buy,2.3,-0.012560001,-0.16503,0.054,29.882,,Healthcare,10.0,33229700,0.33650002,11185135,1531440000,10203900,0.39740002,31.28,28.0,16.0,22.0,22.0,,,122398000,3.683,249002000,984468992,-2.037,,
IVZ,-0.24798506,0.18035269,,,1.0,1.671785,,2.0,21.461,,9.0,24.1,12.535,1534291200,84.493,0.017,0.023,1544499968,0.28445,10.808,3.074,16692294656,USD,,403728922,2.86,8.426574,-508224992,7315.0,,,0.36492002,1877400000,0.015039999,0.86089,Asset Management,,,1514678400,973641600,25/10,,1,86400,,,1530316800,1174700032,1577750400,13,1384300032,0.26046,5.0,1.54,2,1.1229672,,0.21635,0.21635,2.801,buy,2.3,0.02912,0.13429,0.085,13.201,,Financial Services,5.0,410848992,0.026199998,10784307,1531440000,6540408,0.0301,2.42,38.0,26.0,30.5,30.0,,,1861200000,4.53,7970400256,5429700096,2.856,,
JACK,-0.037761986,0.18035269,,,1.0,0.135222,,3.0,-17.995,,3.0,90.64,0.829,1534291200,,0.311,0.246,323878016,0.23452999,10.687,2.506,3461352704,USD,,24779613,4.52,20.053097,95582248,16600.0,,,0.28472,419000000,0.01986,1.00622,Restaurants,,,1506816000,1192492800,2/1,,1,86400,,,1531008000,127080000,1569888000,14,87522000,0.17447,1.0,2.15,2,,,0.097799994,0.097799994,0.36,buy,2.2,0.14107999,,-0.236,47.391,,Consumer Cyclical,1.0,27255500,0.056900002,1550320,1531440000,2124667,0.059299998,2.62,115.0,93.0,99.86,99.0,,,138000,0.005,995958016,1380966016,4.588,,
JBHT,0.21498835,0.18035269,,,2.0,1.105017,,10.0,18.596,,3.0,120.75,1.129,1534291200,49.426,0.557,0.55,1108765056,0.13998,12.708,1.779,14090328064,USD,,86730591,6.44,18.75,15247625,24681.0,,,0.18091999,1301589000,0.20687,0.74684,Integrated Shipping & Logistics,,,1514678400,1116892800,2/1,,1,86400,,,1530316800,755486016,1577750400,20,940739008,0.08806,9.0,1.02,2,6.4933314,,0.09538,0.09538,0.893,buy,2.3,0.10419,0.4391,0.239,72.229,,Industrials,7.0,109344000,0.024300002,2653492,1531440000,3005986,0.0306,2.73,151.0,104.0,133.8,135.0,,,15191000,0.139,1005011008,7920766976,6.828,,
JBL,-0.03919667,0.18035269,,,2.0,0.166482,,3.0,12.874,,1.0,29.56,1.023,1534291200,112.037,,,1365785984,0.06398,4.964,0.318,6779629056,USD,,151086513,2.96,9.986486,-78016872,170000.0,,,0.07919,1545643000,0.08335,0.92891,Contract Manufacturers,,,1504137600,954460800,2/1,,1,86400,,,1527724800,189323008,1567209600,9,918470976,0.02775,1.0,0.95,2,2.2961006,,0.00887,0.00887,0.425,hold,2.7,0.03443,0.084,0.211,121.859,,Technology,2.0,168444992,0.0295,4968647,1531440000,7111477,0.0335,4.96,37.0,28.0,32.56,33.0,,,677491968,4.022,2448633088,21346613248,1.05,,
JBLU,0.0,0.18035269,,,2.0,0.103013,,2.0,14.323,,2.0,19.08,0.591,1534291200,30.306,,,1240999936,0.17094,5.2,0.889,6452782592,USD,,311642107,1.79,10.659218,-224250000,17677.0,,,0.35193002,2646000000,0.00682,0.90416,Airlines,,,1514678400,1135641600,3/2,,1,86400,,,1530316800,826000000,1577750400,13,1256000000,0.11198,1.0,1.01,2,1.3321232,,0.11377,0.11377,0.465,hold,2.9,0.05189,0.19297001,0.05,22.606,,Industrials,1.0,312847008,0.0456,14260398,1531440000,11772520,0.045100003,2.35,27.0,16.0,20.58,20.0,,,915000000,2.925,1358000000,7260000256,2.568,,
JCI,-0.058749974,0.18035269,,,1.0,1.187448,,4.0,22.459,,10.0,37.77,1.103,1534291200,54.247,0.322,0.303,4904000000,0.15735,9.74,1.533,47763320832,USD,,922350897,3.04,12.424342,4214500096,120000.0,,,0.30078,9339000000,0.00244,0.96607,Engineering & Construction,,,1506729600,1473120000,955/1000,,1,86400,,,1530316800,2265999872,1569801600,15,2576000000,0.12164,9.0,1.54,2,1.6817312,,0.07271,0.07271,0.639,hold,2.6,0.047340002,0.116000004,0.057,33.624,,Industrials,7.0,924921984,0.0301,27803281,1531440000,25204992,0.0301,6.5,46.0,33.0,40.2,40.0,,,283000000,0.306,11955999744,31165999104,2.427,,
JPM,0.28689528,0.18035269,,,1.0,1.197292,,8.0,68.858,,3.0,114.58,,1534291200,,0.258,0.183,,0.0,,-0.549,-54613237760,USD,,3334838425,9.99,11.46947,,252942.0,,,0.0,93689000000,0.00763,0.74375,Banks - Global,,,1514678400,960768000,3/2,,1,86400,,,1530316800,26154999808,1577750400,26,16561000448,0.39003,2.0,1.35,2,1.6640042,,0.28139,0.28139,,buy,2.2,0.01086,0.108509995,0.112,28.619,,Financial Services,1.0,3360410112,0.0067000003,22544509,1531440000,19662161,0.0067000003,1.72,135.0,85.0,121.9,123.5,,,1050558988288,312.628,582791987200,99479003136,7.472,,
JWN,0.33939397,0.18035269,,,1.0,0.621416,,1.0,6.806,,2.0,62.85,1.103,1534291200,239.825,0.462,0.473,1640999936,0.10283,7.202,0.741,11817875456,USD,,116586700,3.78,16.626984,658499968,76000.0,,,0.35372,,0.3177,0.59379,Department Stores,,,1517616000,1120176000,2/1,,1,86400,,,1533340800,513000000,1580688000,16,1420000000,0.059970003,1.0,1.85,2,9.234498,,0.03214,0.03214,0.421,hold,2.9,0.07184,0.53299,0.072,95.392,,Consumer Cyclical,4.0,167500000,0.1071,17936990,1531440000,13955225,0.1529,9.26,73.0,47.0,57.63,55.5,,,1343000064,8.018,2734000128,15959000064,3.029,,
K,0.07213855,0.18035269,,,2.0,0.293724,,3.0,8.202,,1.0,71.79,0.824,1534291200,266.392,1.137,1.106,3012999936,0.22721,11.368,2.583,34250762240,USD,,276710645,4.7,15.274469,1357624960,33000.0,,,0.39611998,5205000000,0.00698,0.90997005,Packaged Foods,,,1514592000,872467200,2/1,,1,86400,,,1530316800,1760000000,1577664000,17,2000999936,0.19139,5.0,2.3,2,8.752744,,0.13272001,0.13272001,0.456,hold,2.7,0.09488,0.67111,0.058,38.327,,Consumer Defensive,9.0,346672992,0.049099997,17020197,1531440000,20743655,0.0623,8.76,90.0,54.0,72.47,72.0,,,257000000,0.741,9068000256,13260999680,5.056,,
KBH,0.16517651,0.18035269,,,1.0,1.216582,,3.0,21.835,,3.0,24.85,2.625,1534291200,122.939,0.732,0.803,357872992,0.079169996,10.773,0.853,3855224832,USD,,76821528,3.18,7.8144655,324344864,1915.0,,,0.17826,748097000,0.12324,0.87958,Residential Construction,,,1512000000,1114732800,2/1,,1,86400,,,1527724800,119744000,1575072000,14,558430016,0.07861,2.0,0.68,2,1.1380811,,0.02668,0.02668,0.554,hold,2.9,0.044180002,0.06542,0.098,52.025,,Consumer Cyclical,2.0,87688800,0.0863,7568069,1531440000,4828317,0.1353,4.2,37.0,21.0,30.07,29.0,,,669798016,7.638,2353848064,4520184832,1.296,,
KEY,0.2495532,0.18035269,,,1.0,0.959575,,7.0,13.292,,3.0,21.07,,1534291200,,0.215,0.17,,0.0,,6.125,37317718016,USD,,1047817425,1.92,10.973958,,18458.0,,,0.0,6026000000,0.0033500001,0.81004,Banks - Regional - US,,,1514678400,889401600,2/1,,1,86400,,,1530316800,1396000000,1577750400,24,2812000000,0.39488,4.0,1.27,2,1.585164,,0.23962,0.23962,,buy,2.0,0.010629999,0.095790006,0.01,5.762,,Financial Services,5.0,1052040000,0.0117,12322485,1531440000,12770583,0.013200001,1.3,27.0,20.0,23.63,24.0,,,2366000128,2.249,16584999936,6093000192,1.304,,
KEYS,0.6092068,0.18035269,,,2.0,0.87973,,2.0,13.951,,5.0,64.89,2.424,1534291200,68.504,,,644000000,0.17363001,20.334,3.531,13095136256,USD,,186352262,3.63,17.876032,405750016,12600.0,,,0.54408,1711000000,0.00501,0.88824,Scientific & Technical Instruments,,,1509408000,,,,1,86400,,,1532995200,241000000,1572480000,8,368000000,0.091400005,3.0,1.28,2,4.6512794,,0.06498,0.06498,1.488,buy,1.6,0.036259998,0.099750005,0.207,19.861,,Technology,6.0,187300000,0.0061000003,1140421,1531440000,1647049,0.0069,1.58,80.0,66.0,73.88,73.5,,,742000000,3.962,1790000000,3708999936,1.263,,
KIM,-0.14040399,0.18035269,,,2.0,0.454608,,8.0,12.841,,5.0,17.11,3.852,1534291200,92.073,0.151,0.153,754926016,0.62517,15.935,9.962,12029908992,USD,,400603761,0.61,28.049181,470568992,546.0,,,0.74227995,889706000,0.027929999,0.88861,REIT - Retail,,,1514678400,1124841600,2/1,,1,86400,,,1530316800,453240992,1577750400,18,666132992,0.37797,7.0,3.82,2,1.3324509,,0.42681,0.42681,3.773,hold,2.8,0.02497,0.09369001,-0.013,2.856,,Real Estate,7.0,421382016,0.0367,15450234,1531440000,17273738,0.0465,4.26,21.0,13.0,17.33,17.0,,,305576992,0.725,5068716032,1207550976,1.068,,
KMX,0.118661284,0.18035269,,,2.0,1.607976,,6.0,19.148,,7.0,78.05,2.296,1534291200,391.706,0.177,0.127,1298281984,0.07113,20.651,1.469,26810550272,USD,,163763090,4.98,15.672691,481427488,25000.0,,,0.15168001,2750041000,0.0050199996,1.0508599,Auto & Truck Dealerships,,,1519776000,1174953600,2/1,,1,86400,,,1527724800,691065984,1582848000,14,-41194000,0.061189998,6.0,1.23,2,4.0761437,,0.03786,0.03786,0.138,buy,2.2,0.04078,0.21147,0.058,100.902,,Consumer Cyclical,5.0,176564000,0.066,11651331,1531440000,11865630,0.0731,9.95,98.0,67.0,84.36,85.0,,,76348000,0.432,13254392832,18252666880,3.787,,
KNX,-0.16868067,0.18035269,,,2.0,0.916945,,6.0,30.197,,3.0,34.13,1.468,1534291200,15.912,1.318,4.082,738508032,0.16469999,9.139,1.505,6749424640,USD,,132252490,2.71,12.594096,-163145120,25200.0,,,0.24344,624319000,0.09669,0.90529,Trucking,,,1514678400,1135641600,3/2,,1,86400,,,1530316800,613132032,1577750400,17,573566976,0.08467,3.0,0.59,2,1.1302447,,0.13674,0.13674,1.161,buy,1.9,0.053600002,0.19771999,3.874,28.094,,Industrials,3.0,178108000,0.123500004,22000797,1531440000,21168425,0.19860001,5.69,60.0,36.0,45.76,45.0,,,115494000,0.648,858651008,4483843072,3.818,,
KO,-0.021123648,0.18035269,,,1.0,0.558527,,8.0,4.308,,10.0,44.57,1.147,1534291200,232.216,0.688,0.689,10986000384,0.33146998,20.073,6.654,220519858176,USD,,3821846228,2.24,19.897322,2286625024,61800.0,,,0.6357,22154000000,0.0075499997,0.67646,Beverages - Soft Drinks,,,1514678400,1344816000,2/1,,1,86400,,,1530230400,2163000064,1577750400,23,6449999872,0.29575002,8.0,2.98,2,10.345868,,0.071779996,0.071779996,0.762,buy,2.3,0.06779,0.10609,-0.08,7.776,,Consumer Defensive,2.0,4252920064,0.0069,29320452,1531440000,28673755,0.0069,2.9,61.0,45.0,50.72,50.0,,,19353999360,4.551,46852001792,33142999040,0.558,,
KORS,0.6989399,0.18035269,,,2.0,-0.514528,,6.0,13.663,,8.0,72.62,1.369,1534291200,40.22,0.525,0.485,1182200064,0.23793,9.854,2.345,11649205248,USD,,142479792,5.36,13.548508,750075008,8166.0,,,0.6109,2859300000,0.04757,0.91780996,Apparel Manufacturing,,,1522454400,,,,1,86400,,,1530316800,652800000,1585612800,26,1074499968,0.19428,9.0,1.95,2,5.3150845,,0.13137999,0.13137999,0.469,buy,2.5,0.18931,0.36038,0.263,32.897,,Consumer Cyclical,10.0,149168992,0.0335,5002608,1531440000,5067302,0.0392,2.06,93.0,53.0,77.19,76.0,,,169900000,1.139,821100032,4968699904,4.24,,
